id|pathway_name|source|source_url
R-HSA-4570571|Defective RFT1 causes CDG-1n|REACTOME|https://reactome.org
R-HSA-5619042|Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)|REACTOME|https://reactome.org
R-HSA-9693928|Defective RIPK1-mediated regulated necrosis|REACTOME|https://reactome.org
R-HSA-9657689|Defective SERPING1 causes hereditary angioedema|REACTOME|https://reactome.org
R-HSA-5687868|Defective SFTPA2 causes IPF|REACTOME|https://reactome.org
R-HSA-5619048|Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)|REACTOME|https://reactome.org
R-HSA-5619104|Defective SLC12A1 causes Bartter syndrome 1 (BS1)|REACTOME|https://reactome.org
R-HSA-5619087|Defective SLC12A3 causes Gitelman syndrome (GS)|REACTOME|https://reactome.org
R-HSA-5619039|Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)|REACTOME|https://reactome.org
R-HSA-5619070|Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)|REACTOME|https://reactome.org
R-HSA-5619035|Defective SLC17A5 causes Salla disease (SD) and ISSD|REACTOME|https://reactome.org
R-HSA-5619076|Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)|REACTOME|https://reactome.org
R-HSA-5619067|Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)|REACTOME|https://reactome.org
R-HSA-5619062|Defective SLC1A3 causes episodic ataxia 6 (EA6)|REACTOME|https://reactome.org
R-HSA-5619111|Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)|REACTOME|https://reactome.org
R-HSA-5619071|Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)|REACTOME|https://reactome.org
R-HSA-5619066|Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)|REACTOME|https://reactome.org
R-HSA-5619053|Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)|REACTOME|https://reactome.org
R-HSA-5619077|Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)|REACTOME|https://reactome.org
R-HSA-5619055|Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)|REACTOME|https://reactome.org
R-HSA-5619036|Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)|REACTOME|https://reactome.org
R-HSA-3560792|Defective SLC26A2 causes chondrodysplasias|REACTOME|https://reactome.org
R-HSA-5619085|Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)|REACTOME|https://reactome.org
R-HSA-5619046|Defective SLC26A4 causes Pendred syndrome (PDS)|REACTOME|https://reactome.org
R-HSA-5619108|Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)|REACTOME|https://reactome.org
R-HSA-5619063|Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)|REACTOME|https://reactome.org
R-HSA-5619043|Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)|REACTOME|https://reactome.org
R-HSA-5619068|Defective SLC2A10 causes arterial tortuosity syndrome (ATS)|REACTOME|https://reactome.org
R-HSA-5619098|Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)|REACTOME|https://reactome.org
R-HSA-5619047|Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)|REACTOME|https://reactome.org
R-HSA-5619061|Defective SLC33A1 causes spastic paraplegia 42 (SPG42)|REACTOME|https://reactome.org
R-HSA-5619040|Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)|REACTOME|https://reactome.org
R-HSA-5687583|Defective SLC34A2 causes PALM|REACTOME|https://reactome.org
R-HSA-5619045|Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)|REACTOME|https://reactome.org
R-HSA-5619097|Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)|REACTOME|https://reactome.org
R-HSA-5619037|Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)|REACTOME|https://reactome.org
R-HSA-5663020|Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)|REACTOME|https://reactome.org
R-HSA-5619072|Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)|REACTOME|https://reactome.org
R-HSA-5619083|Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)|REACTOME|https://reactome.org
R-HSA-5619078|Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)|REACTOME|https://reactome.org
R-HSA-5579020|Defective SLC35D1 causes SCHBCKD|REACTOME|https://reactome.org
R-HSA-5619041|Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)|REACTOME|https://reactome.org
R-HSA-5619088|Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)|REACTOME|https://reactome.org
R-HSA-5619113|Defective SLC3A1 causes cystinuria (CSNU)|REACTOME|https://reactome.org
R-HSA-5655799|Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)|REACTOME|https://reactome.org
R-HSA-5619049|Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)|REACTOME|https://reactome.org
R-HSA-5619050|Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)|REACTOME|https://reactome.org
R-HSA-5619054|Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)|REACTOME|https://reactome.org
R-HSA-5656364|Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)|REACTOME|https://reactome.org
R-HSA-5658208|Defective SLC5A2 causes renal glucosuria (GLYS1)|REACTOME|https://reactome.org
R-HSA-5619096|Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)|REACTOME|https://reactome.org
R-HSA-5658471|Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)|REACTOME|https://reactome.org
R-HSA-5619114|Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)|REACTOME|https://reactome.org
R-HSA-5659729|Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria|REACTOME|https://reactome.org
R-HSA-5619079|Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria|REACTOME|https://reactome.org
R-HSA-5659735|Defective SLC6A19 causes Hartnup disorder (HND)|REACTOME|https://reactome.org
R-HSA-5619044|Defective SLC6A19 causes Hartnup disorder (HND)|REACTOME|https://reactome.org
R-HSA-5619109|Defective SLC6A2 causes orthostatic intolerance (OI)|REACTOME|https://reactome.org
R-HSA-5619081|Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)|REACTOME|https://reactome.org
R-HSA-5660724|Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)|REACTOME|https://reactome.org
R-HSA-5619089|Defective SLC6A5 causes hyperekplexia 3 (HKPX3)|REACTOME|https://reactome.org
R-HSA-5660862|Defective SLC7A7 causes lysinuric protein intolerance (LPI)|REACTOME|https://reactome.org
R-HSA-5660883|Defective SLC7A9 causes cystinuria (CSNU)|REACTOME|https://reactome.org
R-HSA-5619092|Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)|REACTOME|https://reactome.org
R-HSA-5619052|Defective SLC9A9 causes autism 16 (AUTS16)|REACTOME|https://reactome.org
R-HSA-5619110|Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)|REACTOME|https://reactome.org
R-HSA-5619058|Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)|REACTOME|https://reactome.org
R-HSA-5619095|Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)|REACTOME|https://reactome.org
R-HSA-4755579|Defective SRD5A3 causes SRD5A3-CDG, KHRZ|REACTOME|https://reactome.org
R-HSA-3656243|Defective ST3GAL3 causes MCT12 and EIEE15|REACTOME|https://reactome.org
R-HSA-5579032|Defective TBXAS1 causes GHDD|REACTOME|https://reactome.org
R-HSA-3359454|Defective TCN2 causes TCN2 deficiency|REACTOME|https://reactome.org
R-HSA-5578995|Defective TPMT causes TPMT deficiency|REACTOME|https://reactome.org
R-HSA-5619107|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)|REACTOME|https://reactome.org
R-HSA-5579002|Defective UGT1A1 causes hyperbilirubinemia|REACTOME|https://reactome.org
R-HSA-5579016|Defective UGT1A4 causes hyperbilirubinemia|REACTOME|https://reactome.org
R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)|REACTOME|https://reactome.org
R-HSA-9672396|Defective cofactor function of FVIIIa variant|REACTOME|https://reactome.org
R-HSA-9668250|Defective factor IX causes hemophilia B|REACTOME|https://reactome.org
R-HSA-9672383|Defective factor IX causes thrombophilia|REACTOME|https://reactome.org
R-HSA-9662001|Defective factor VIII causes hemophilia A|REACTOME|https://reactome.org
R-HSA-9657688|Defective factor XII causes hereditary angioedema|REACTOME|https://reactome.org
R-HSA-9673240|Defective gamma-carboxylation of F9|REACTOME|https://reactome.org
R-HSA-9701192|Defective homologous recombination repair (HRR) due to BRCA1 loss of function|REACTOME|https://reactome.org
R-HSA-9701190|Defective homologous recombination repair (HRR) due to BRCA2 loss of function|REACTOME|https://reactome.org
R-HSA-9701193|Defective homologous recombination repair (HRR) due to PALB2 loss of function|REACTOME|https://reactome.org
R-HSA-5688031|Defective pro-SFTPB causes SMDP1 and RDS|REACTOME|https://reactome.org
R-HSA-5688354|Defective pro-SFTPC causes SMDP2 and RDS|REACTOME|https://reactome.org
R-HSA-9710421|Defective pyroptosis|REACTOME|https://reactome.org
R-HSA-9661070|Defective translocation of RB1 mutants to the nucleus|REACTOME|https://reactome.org
R-HSA-3323169|Defects in biotin (Btn) metabolism|REACTOME|https://reactome.org
R-HSA-3296469|Defects in cobalamin (B12) metabolism|REACTOME|https://reactome.org
R-HSA-3296482|Defects in vitamin and cofactor metabolism|REACTOME|https://reactome.org
R-HSA-9651496|Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)|REACTOME|https://reactome.org
R-HSA-1461973|Defensins|REACTOME|https://reactome.org
R-HSA-4641257|Degradation of AXIN|REACTOME|https://reactome.org
R-HSA-4641258|Degradation of DVL|REACTOME|https://reactome.org
R-HSA-916853|Degradation of GABA|REACTOME|https://reactome.org
R-HSA-5610780|Degradation of GLI1 by the proteasome|REACTOME|https://reactome.org
R-HSA-5610783|Degradation of GLI2 by the proteasome|REACTOME|https://reactome.org
R-HSA-195253|Degradation of beta-catenin by the destruction complex|REACTOME|https://reactome.org
R-HSA-1614558|Degradation of cysteine and homocysteine|REACTOME|https://reactome.org
R-HSA-1474228|Degradation of the extracellular matrix|REACTOME|https://reactome.org
R-HSA-5467343|Deletions in the AMER1 gene destabilize the destruction complex|REACTOME|https://reactome.org
R-HSA-5467345|Deletions in the AXIN1 gene destabilize the destruction complex|REACTOME|https://reactome.org
R-HSA-4419969|Depolymerization of the Nuclear Lamina|REACTOME|https://reactome.org
R-HSA-606279|Deposition of new CENPA-containing nucleosomes at the centromere|REACTOME|https://reactome.org
R-HSA-73927|Depurination|REACTOME|https://reactome.org
R-HSA-73928|Depyrimidination|REACTOME|https://reactome.org
R-HSA-8862803|Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimers disease models|REACTOME|https://reactome.org
R-HSA-2022923|Dermatan sulfate biosynthesis|REACTOME|https://reactome.org
R-HSA-3299685|Detoxification of Reactive Oxygen Species|REACTOME|https://reactome.org
R-HSA-5688426|Deubiquitination|REACTOME|https://reactome.org
R-HSA-1266738|Developmental Biology|REACTOME|https://reactome.org
R-HSA-8935690|Digestion|REACTOME|https://reactome.org
R-HSA-8963743|Digestion and absorption|REACTOME|https://reactome.org
R-HSA-189085|Digestion of dietary carbohydrate|REACTOME|https://reactome.org
R-HSA-192456|Digestion of dietary lipid|REACTOME|https://reactome.org
R-HSA-69416|Dimerization of procaspase-8|REACTOME|https://reactome.org
R-HSA-4641262|Disassembly of the destruction complex and recruitment of AXIN to the membrane|REACTOME|https://reactome.org
R-HSA-1643685|Disease|REACTOME|https://reactome.org
R-HSA-3781860|Diseases associated with N-glycosylation of proteins|REACTOME|https://reactome.org
R-HSA-3906995|Diseases associated with O-glycosylation of proteins|REACTOME|https://reactome.org
R-HSA-3560782|Diseases associated with glycosaminoglycan metabolism|REACTOME|https://reactome.org
R-HSA-5609975|Diseases associated with glycosylation precursor biosynthesis|REACTOME|https://reactome.org
R-HSA-5687613|Diseases associated with surfactant metabolism|REACTOME|https://reactome.org
R-HSA-5602358|Diseases associated with the TLR signaling cascade|REACTOME|https://reactome.org
R-HSA-2474795|Diseases associated with visual transduction|REACTOME|https://reactome.org
R-HSA-9605308|Diseases of Base Excision Repair|REACTOME|https://reactome.org
R-HSA-9630747|Diseases of Cellular Senescence|REACTOME|https://reactome.org
R-HSA-9675136|Diseases of DNA Double-Strand Break Repair|REACTOME|https://reactome.org
R-HSA-9675135|Diseases of DNA repair|REACTOME|https://reactome.org
R-HSA-5260271|Diseases of Immune System|REACTOME|https://reactome.org
R-HSA-5423599|Diseases of Mismatch Repair (MMR)|REACTOME|https://reactome.org
R-HSA-9673013|Diseases of Telomere Maintenance|REACTOME|https://reactome.org
R-HSA-5663084|Diseases of carbohydrate metabolism|REACTOME|https://reactome.org
R-HSA-9675132|Diseases of cellular response to stress|REACTOME|https://reactome.org
R-HSA-3781865|Diseases of glycosylation|REACTOME|https://reactome.org
R-HSA-9671793|Diseases of hemostasis|REACTOME|https://reactome.org
R-HSA-5668914|Diseases of metabolism|REACTOME|https://reactome.org
R-HSA-9759774|Diseases of mitochondrial beta oxidation|REACTOME|https://reactome.org
R-HSA-9675126|Diseases of mitotic cell cycle|REACTOME|https://reactome.org
R-HSA-9735804|Diseases of nucleotide metabolism|REACTOME|https://reactome.org
R-HSA-9645723|Diseases of programmed cell death|REACTOME|https://reactome.org
R-HSA-9759785|Diseases of propionyl-CoA catabolism|REACTOME|https://reactome.org
R-HSA-5663202|Diseases of signal transduction by growth factor receptors and second messengers|REACTOME|https://reactome.org
R-HSA-9675143|Diseases of the neuronal system|REACTOME|https://reactome.org
R-HSA-114516|Disinhibition of SNARE formation|REACTOME|https://reactome.org
R-HSA-9675151|Disorders of Developmental Biology|REACTOME|https://reactome.org
R-HSA-9697154|Disorders of Nervous System Development|REACTOME|https://reactome.org
R-HSA-5619115|Disorders of transmembrane transporters|REACTOME|https://reactome.org
R-HSA-110357|Displacement of DNA glycosylase by APEX1|REACTOME|https://reactome.org
R-HSA-75205|Dissolution of Fibrin Clot|REACTOME|https://reactome.org
R-HSA-212676|Dopamine Neurotransmitter Release Cycle|REACTOME|https://reactome.org
R-HSA-379401|Dopamine clearance from the synaptic cleft|REACTOME|https://reactome.org
R-HSA-390651|Dopamine receptors|REACTOME|https://reactome.org
R-HSA-8863795|Downregulation of ERBB2 signaling|REACTOME|https://reactome.org
R-HSA-1358803|Downregulation of ERBB2:ERBB3 signaling|REACTOME|https://reactome.org
R-HSA-1253288|Downregulation of ERBB4 signaling|REACTOME|https://reactome.org
R-HSA-2173795|Downregulation of SMAD2/3:SMAD4 transcriptional activity|REACTOME|https://reactome.org
R-HSA-2173788|Downregulation of TGF-beta receptor signaling|REACTOME|https://reactome.org
R-HSA-202424|Downstream TCR signaling|REACTOME|https://reactome.org
R-HSA-186763|Downstream signal transduction|REACTOME|https://reactome.org
R-HSA-1168372|Downstream signaling events of B Cell Receptor (BCR)|REACTOME|https://reactome.org
R-HSA-5654687|Downstream signaling of activated FGFR1|REACTOME|https://reactome.org
R-HSA-5654696|Downstream signaling of activated FGFR2|REACTOME|https://reactome.org
R-HSA-5654708|Downstream signaling of activated FGFR3|REACTOME|https://reactome.org
R-HSA-5654716|Downstream signaling of activated FGFR4|REACTOME|https://reactome.org
R-HSA-9748784|Drug ADME|REACTOME|https://reactome.org
R-HSA-9665230|Drug resistance in ERBB2 KD mutants|REACTOME|https://reactome.org
R-HSA-9665737|Drug resistance in ERBB2 TMD/JMD mutants|REACTOME|https://reactome.org
R-HSA-9700649|Drug resistance of ALK mutants|REACTOME|https://reactome.org
R-HSA-9702506|Drug resistance of FLT3 mutants|REACTOME|https://reactome.org
R-HSA-9669937|Drug resistance of KIT mutants|REACTOME|https://reactome.org
R-HSA-9674415|Drug resistance of PDGFR mutants|REACTOME|https://reactome.org
R-HSA-9750126|Drug-induced formation of DNA interstrand crosslinks|REACTOME|https://reactome.org
R-HSA-9754119|Drug-mediated inhibition of CDK4/CDK6 activity|REACTOME|https://reactome.org
R-HSA-9652282|Drug-mediated inhibition of ERBB2 signaling|REACTOME|https://reactome.org
R-HSA-9734091|Drug-mediated inhibition of MET activation|REACTOME|https://reactome.org
R-HSA-5696400|Dual Incision in GG-NER|REACTOME|https://reactome.org
R-HSA-6782135|Dual incision in TC-NER|REACTOME|https://reactome.org
R-HSA-113510|E2F mediated regulation of DNA replication|REACTOME|https://reactome.org
R-HSA-113507|E2F-enabled inhibition of pre-replication complex formation|REACTOME|https://reactome.org
R-HSA-8866654|E3 ubiquitin ligases ubiquitinate target proteins|REACTOME|https://reactome.org
R-HSA-3000178|ECM proteoglycans|REACTOME|https://reactome.org
R-HSA-2179392|EGFR Transactivation by Gastrin|REACTOME|https://reactome.org
R-HSA-182971|EGFR downregulation|REACTOME|https://reactome.org
R-HSA-212718|EGFR interacts with phospholipase C-gamma|REACTOME|https://reactome.org
R-HSA-9619665|EGR2 and SOX10-mediated initiation of Schwann cell myelination|REACTOME|https://reactome.org
R-HSA-9648025|EML4 and NUDC in mitotic spindle formation|REACTOME|https://reactome.org
R-HSA-2682334|EPH-Ephrin signaling|REACTOME|https://reactome.org
R-HSA-3928665|EPH-ephrin mediated repulsion of cells|REACTOME|https://reactome.org
R-HSA-3928663|EPHA-mediated growth cone collapse|REACTOME|https://reactome.org
R-HSA-3928662|EPHB-mediated forward signaling|REACTOME|https://reactome.org
R-HSA-901032|ER Quality Control Compartment (ERQC)|REACTOME|https://reactome.org
R-HSA-199977|ER to Golgi Anterograde Transport|REACTOME|https://reactome.org
R-HSA-1236974|ER-Phagosome pathway|REACTOME|https://reactome.org
R-HSA-8847993|ERBB2 Activates PTK6 Signaling|REACTOME|https://reactome.org
R-HSA-6785631|ERBB2 Regulates Cell Motility|REACTOME|https://reactome.org
R-HSA-427389|ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression|REACTOME|https://reactome.org
R-HSA-198753|ERK/MAPK targets|REACTOME|https://reactome.org
R-HSA-202670|ERKs are inactivated|REACTOME|https://reactome.org
R-HSA-8939211|ESR-mediated signaling|REACTOME|https://reactome.org
R-HSA-162594|Early Phase of HIV Life Cycle|REACTOME|https://reactome.org
R-HSA-9772572|Early SARS-CoV-2 Infection Events|REACTOME|https://reactome.org
R-HSA-114508|Effects of PIP2 hydrolysis|REACTOME|https://reactome.org
R-HSA-391903|Eicosanoid ligand-binding receptors|REACTOME|https://reactome.org
R-HSA-211979|Eicosanoids|REACTOME|https://reactome.org
R-HSA-1566948|Elastic fibre formation|REACTOME|https://reactome.org
R-HSA-112303|Electric Transmission Across Gap Junctions|REACTOME|https://reactome.org
R-HSA-2395516|Electron transport from NADPH to Ferredoxin|REACTOME|https://reactome.org
R-HSA-139853|Elevation of cytosolic Ca2+ levels|REACTOME|https://reactome.org
R-HSA-211976|Endogenous sterols|REACTOME|https://reactome.org
R-HSA-917729|Endosomal Sorting Complex Required For Transport (ESCRT)|REACTOME|https://reactome.org
R-HSA-1236977|Endosomal/Vacuolar pathway|REACTOME|https://reactome.org
R-HSA-380972|Energy dependent regulation of mTOR by LKB1-AMPK|REACTOME|https://reactome.org
R-HSA-168275|Entry of Influenza Virion into Host Cell via Endocytosis|REACTOME|https://reactome.org
R-HSA-379398|Enzymatic degradation of Dopamine by monoamine oxidase|REACTOME|https://reactome.org
R-HSA-379397|Enzymatic degradation of dopamine by COMT|REACTOME|https://reactome.org
R-HSA-3928664|Ephrin signaling|REACTOME|https://reactome.org
R-HSA-212165|Epigenetic regulation of gene expression|REACTOME|https://reactome.org
R-HSA-9758919|Epithelial-Mesenchymal Transition (EMT) during gastrulation|REACTOME|https://reactome.org
R-HSA-1237044|Erythrocytes take up carbon dioxide and release oxygen|REACTOME|https://reactome.org
R-HSA-1247673|Erythrocytes take up oxygen and release carbon dioxide|REACTOME|https://reactome.org
R-HSA-9027276|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|REACTOME|https://reactome.org
R-HSA-9027277|Erythropoietin activates Phospholipase C gamma (PLCG)|REACTOME|https://reactome.org
R-HSA-9027284|Erythropoietin activates RAS|REACTOME|https://reactome.org
R-HSA-9027283|Erythropoietin activates STAT5|REACTOME|https://reactome.org
R-HSA-9637679|Escape of Mtb from the phagocyte|REACTOME|https://reactome.org
R-HSA-5657562|Essential fructosuria|REACTOME|https://reactome.org
R-HSA-5662853|Essential pentosuria|REACTOME|https://reactome.org
R-HSA-2468052|Establishment of Sister Chromatid Cohesion|REACTOME|https://reactome.org
R-HSA-193144|Estrogen biosynthesis|REACTOME|https://reactome.org
R-HSA-9018519|Estrogen-dependent gene expression|REACTOME|https://reactome.org
R-HSA-9634638|Estrogen-dependent nuclear events downstream of ESR-membrane signaling|REACTOME|https://reactome.org
R-HSA-9634635|Estrogen-stimulated signaling through PRKCZ|REACTOME|https://reactome.org
R-HSA-71384|Ethanol oxidation|REACTOME|https://reactome.org
R-HSA-156842|Eukaryotic Translation Elongation|REACTOME|https://reactome.org
R-HSA-72613|Eukaryotic Translation Initiation|REACTOME|https://reactome.org
R-HSA-72764|Eukaryotic Translation Termination|REACTOME|https://reactome.org
R-HSA-9630791|Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4|REACTOME|https://reactome.org
R-HSA-9630794|Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6|REACTOME|https://reactome.org
R-HSA-9646303|Evasion of Oncogene Induced Senescence Due to p14ARF Defects|REACTOME|https://reactome.org
R-HSA-9630750|Evasion of Oncogene Induced Senescence Due to p16INK4A Defects|REACTOME|https://reactome.org
R-HSA-9632697|Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4|REACTOME|https://reactome.org
R-HSA-9632700|Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6|REACTOME|https://reactome.org
R-HSA-9646304|Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects|REACTOME|https://reactome.org
R-HSA-9632693|Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects|REACTOME|https://reactome.org
R-HSA-8941413|Events associated with phagocytolytic activity of PMN cells|REACTOME|https://reactome.org
R-HSA-168274|Export of Viral Ribonucleoproteins from Nucleus|REACTOME|https://reactome.org
R-HSA-9036866|Expression and Processing of Neurotrophins|REACTOME|https://reactome.org
R-HSA-9752946|Expression and translocation of olfactory receptors|REACTOME|https://reactome.org
R-HSA-180786|Extension of Telomeres|REACTOME|https://reactome.org
R-HSA-9009391|Extra-nuclear estrogen signaling|REACTOME|https://reactome.org
R-HSA-1474244|Extracellular matrix organization|REACTOME|https://reactome.org
R-HSA-140834|Extrinsic Pathway of Fibrin Clot Formation|REACTOME|https://reactome.org
R-HSA-8854050|FBXL7 down-regulates AURKA during mitotic entry and in early mitosis|REACTOME|https://reactome.org
R-HSA-2644605|FBXW7 Mutants and NOTCH1 in Cancer|REACTOME|https://reactome.org
R-HSA-2871809|FCERI mediated Ca+2 mobilization|REACTOME|https://reactome.org
R-HSA-2871796|FCERI mediated MAPK activation|REACTOME|https://reactome.org
R-HSA-2871837|FCERI mediated NF-kB activation|REACTOME|https://reactome.org
R-HSA-2029481|FCGR activation|REACTOME|https://reactome.org
R-HSA-9664323|FCGR3A-mediated IL10 synthesis|REACTOME|https://reactome.org
R-HSA-9664422|FCGR3A-mediated phagocytosis|REACTOME|https://reactome.org
R-HSA-190242|FGFR1 ligand binding and activation|REACTOME|https://reactome.org
R-HSA-1839124|FGFR1 mutant receptor activation|REACTOME|https://reactome.org
R-HSA-190370|FGFR1b ligand binding and activation|REACTOME|https://reactome.org
R-HSA-190374|FGFR1c and Klotho ligand binding and activation|REACTOME|https://reactome.org
R-HSA-190373|FGFR1c ligand binding and activation|REACTOME|https://reactome.org
R-HSA-6803529|FGFR2 alternative splicing|REACTOME|https://reactome.org
R-HSA-190241|FGFR2 ligand binding and activation|REACTOME|https://reactome.org
R-HSA-1839126|FGFR2 mutant receptor activation|REACTOME|https://reactome.org
R-HSA-190377|FGFR2b ligand binding and activation|REACTOME|https://reactome.org
R-HSA-190375|FGFR2c ligand binding and activation|REACTOME|https://reactome.org
R-HSA-190239|FGFR3 ligand binding and activation|REACTOME|https://reactome.org
R-HSA-2033514|FGFR3 mutant receptor activation|REACTOME|https://reactome.org
R-HSA-190371|FGFR3b ligand binding and activation|REACTOME|https://reactome.org
R-HSA-190372|FGFR3c ligand binding and activation|REACTOME|https://reactome.org
R-HSA-190322|FGFR4 ligand binding and activation|REACTOME|https://reactome.org
R-HSA-1839128|FGFR4 mutant receptor activation|REACTOME|https://reactome.org
R-HSA-5658623|FGFRL1 modulation of FGFR1 signaling|REACTOME|https://reactome.org
R-HSA-9607240|FLT3 Signaling|REACTOME|https://reactome.org
R-HSA-9702509|FLT3 mutants bind TKIs|REACTOME|https://reactome.org
R-HSA-9706377|FLT3 signaling by CBL mutants|REACTOME|https://reactome.org
R-HSA-9682385|FLT3 signaling in disease|REACTOME|https://reactome.org
R-HSA-9706374|FLT3 signaling through SRC family kinases|REACTOME|https://reactome.org
R-HSA-217271|FMO oxidises nucleophiles|REACTOME|https://reactome.org
R-HSA-9614085|FOXO-mediated transcription|REACTOME|https://reactome.org
R-HSA-9617828|FOXO-mediated transcription of cell cycle genes|REACTOME|https://reactome.org
R-HSA-9614657|FOXO-mediated transcription of cell death genes|REACTOME|https://reactome.org
R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes|REACTOME|https://reactome.org
R-HSA-5654693|FRS-mediated FGFR1 signaling|REACTOME|https://reactome.org
R-HSA-5654700|FRS-mediated FGFR2 signaling|REACTOME|https://reactome.org
R-HSA-5654706|FRS-mediated FGFR3 signaling|REACTOME|https://reactome.org
R-HSA-5654712|FRS-mediated FGFR4 signaling|REACTOME|https://reactome.org
R-HSA-983231|Factors involved in megakaryocyte development and platelet production|REACTOME|https://reactome.org
R-HSA-6783310|Fanconi Anemia Pathway|REACTOME|https://reactome.org
R-HSA-75157|FasL/ CD95L signaling|REACTOME|https://reactome.org
R-HSA-434316|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|REACTOME|https://reactome.org
R-HSA-8978868|Fatty acid metabolism|REACTOME|https://reactome.org
R-HSA-211935|Fatty acids|REACTOME|https://reactome.org
R-HSA-75105|Fatty acyl-CoA biosynthesis|REACTOME|https://reactome.org
R-HSA-2454202|Fc epsilon receptor (FCERI) signaling|REACTOME|https://reactome.org
R-HSA-2029480|Fcgamma receptor (FCGR) dependent phagocytosis|REACTOME|https://reactome.org
R-HSA-1187000|Fertilization|REACTOME|https://reactome.org
R-HSA-1566977|Fibronectin matrix formation|REACTOME|https://reactome.org
R-HSA-2855086|Ficolins bind to repetitive carbohydrate structures on the target cell surface|REACTOME|https://reactome.org
R-HSA-390450|Folding of actin by CCT/TriC|REACTOME|https://reactome.org
R-HSA-163210|Formation of ATP by chemiosmotic coupling|REACTOME|https://reactome.org
R-HSA-140877|Formation of Fibrin Clot (Clotting Cascade)|REACTOME|https://reactome.org
