go_term_id|label|pathway_name|source|source_id|source_type|source_url|subontology|target_id|target_type
GO:0042426|pathway_to_biological_process|Choline catabolism|REACTOME|R-HSA-6798163|pathway|https://reactome.org|biological_process|GO_0042426|biological_process
GO:0006029|pathway_to_biological_process|Chondroitin sulfate/dermatan sulfate metabolism|REACTOME|R-HSA-1793185|pathway|https://reactome.org|biological_process|GO_0006029|biological_process
GO:0044725|pathway_to_biological_process|Chromatin modifications during the maternal to zygotic transition (MZT)|REACTOME|R-HSA-9821002|pathway|https://reactome.org|biological_process|GO_0044725|biological_process
GO:0006325|pathway_to_biological_process|Chromatin organization|REACTOME|R-HSA-4839726|pathway|https://reactome.org|biological_process|GO_0006325|biological_process
GO:0034378|pathway_to_biological_process|Chylomicron assembly|REACTOME|R-HSA-8963888|pathway|https://reactome.org|biological_process|GO_0034378|biological_process
GO:0034382|pathway_to_biological_process|Chylomicron clearance|REACTOME|R-HSA-8964026|pathway|https://reactome.org|biological_process|GO_0034382|biological_process
GO:0034371|pathway_to_biological_process|Chylomicron remodeling|REACTOME|R-HSA-8963901|pathway|https://reactome.org|biological_process|GO_0034371|biological_process
GO:0060271|pathway_to_biological_process|Cilium Assembly|REACTOME|R-HSA-5617833|pathway|https://reactome.org|biological_process|GO_0060271|biological_process
GO:0007623|pathway_to_biological_process|Circadian clock|REACTOME|R-HSA-9909396|pathway|https://reactome.org|biological_process|GO_0007623|biological_process
GO:0006099|pathway_to_biological_process|Citric acid cycle (TCA cycle)|REACTOME|R-HSA-71403|pathway|https://reactome.org|biological_process|GO_0006099|biological_process
GO:0007186|pathway_to_biological_process|Class A/1 (Rhodopsin-like receptors)|REACTOME|R-HSA-373076|pathway|https://reactome.org|biological_process|GO_0007186|biological_process
GO:0002474|pathway_to_biological_process|Class I MHC mediated antigen processing & presentation|REACTOME|R-HSA-983169|pathway|https://reactome.org|biological_process|GO_0002474|biological_process
GO:0045046|pathway_to_biological_process|Class I peroxisomal membrane protein import|REACTOME|R-HSA-9603798|pathway|https://reactome.org|biological_process|GO_0045046|biological_process
GO:0006958|pathway_to_biological_process|Classical antibody-mediated complement activation|REACTOME|R-HSA-173623|pathway|https://reactome.org|biological_process|GO_0006958|biological_process
GO:0009235|pathway_to_biological_process|Cobalamin (Cbl) metabolism|REACTOME|R-HSA-9759218|pathway|https://reactome.org|biological_process|GO_0009235|biological_process
GO:0015937|pathway_to_biological_process|Coenzyme A biosynthesis|REACTOME|R-HSA-196783|pathway|https://reactome.org|biological_process|GO_0015937|biological_process
GO:0030574|pathway_to_biological_process|Collagen degradation|REACTOME|R-HSA-1442490|pathway|https://reactome.org|biological_process|GO_0030574|biological_process
GO:0030199|pathway_to_biological_process|Collagen formation|REACTOME|R-HSA-1474290|pathway|https://reactome.org|biological_process|GO_0030199|biological_process
GO:0006956|pathway_to_biological_process|Complement cascade|REACTOME|R-HSA-166658|pathway|https://reactome.org|biological_process|GO_0006956|biological_process
GO:0032981|pathway_to_biological_process|Complex I biogenesis|REACTOME|R-HSA-6799198|pathway|https://reactome.org|biological_process|GO_0032981|biological_process
GO:0034551|pathway_to_biological_process|Complex III assembly|REACTOME|R-HSA-9865881|pathway|https://reactome.org|biological_process|GO_0034551|biological_process
GO:0033617|pathway_to_biological_process|Complex IV assembly|REACTOME|R-HSA-9864848|pathway|https://reactome.org|biological_process|GO_0033617|biological_process
GO:0007076|pathway_to_biological_process|Condensation of Prometaphase Chromosomes|REACTOME|R-HSA-2514853|pathway|https://reactome.org|biological_process|GO_0007076|biological_process
GO:0007076|pathway_to_biological_process|Condensation of Prophase Chromosomes|REACTOME|R-HSA-2299718|pathway|https://reactome.org|biological_process|GO_0007076|biological_process
GO:0006600|pathway_to_biological_process|Creatine metabolism|REACTOME|R-HSA-71288|pathway|https://reactome.org|biological_process|GO_0006600|biological_process
GO:0042407|pathway_to_biological_process|Cristae formation|REACTOME|R-HSA-8949613|pathway|https://reactome.org|biological_process|GO_0042407|biological_process
GO:0002479|pathway_to_biological_process|Cross-presentation of particulate exogenous antigens (phagosomes)|REACTOME|R-HSA-1236973|pathway|https://reactome.org|biological_process|GO_0002479|biological_process
GO:0002479|pathway_to_biological_process|Cross-presentation of soluble exogenous antigens (endosomes)|REACTOME|R-HSA-1236978|pathway|https://reactome.org|biological_process|GO_0002479|biological_process
GO:0030199|pathway_to_biological_process|Crosslinking of collagen fibrils|REACTOME|R-HSA-2243919|pathway|https://reactome.org|biological_process|GO_0030199|biological_process
GO:0045740|pathway_to_biological_process|Cyclin A:Cdk2-associated events at S phase entry|REACTOME|R-HSA-69656|pathway|https://reactome.org|biological_process|GO_0045740|biological_process
GO:0019346|pathway_to_biological_process|Cysteine formation from homocysteine|REACTOME|R-HSA-1614603|pathway|https://reactome.org|biological_process|GO_0019346|biological_process
GO:0034599|pathway_to_biological_process|Cytoprotection by HMOX1|REACTOME|R-HSA-9707564|pathway|https://reactome.org|biological_process|GO_0034599|biological_process
GO:0016226|pathway_to_biological_process|Cytosolic iron-sulfur cluster assembly|REACTOME|R-HSA-2564830|pathway|https://reactome.org|biological_process|GO_0016226|biological_process
GO:0032481|pathway_to_biological_process|Cytosolic sensors of pathogen-associated DNA |REACTOME|R-HSA-1834949|pathway|https://reactome.org|biological_process|GO_0032481|biological_process
GO:0050427|pathway_to_biological_process|Cytosolic sulfonation of small molecules|REACTOME|R-HSA-156584|pathway|https://reactome.org|biological_process|GO_0050427|biological_process
GO:0019985|pathway_to_biological_process|DNA Damage Bypass|REACTOME|R-HSA-73893|pathway|https://reactome.org|biological_process|GO_0019985|biological_process
GO:0000715|pathway_to_biological_process|DNA Damage Recognition in GG-NER|REACTOME|R-HSA-5696394|pathway|https://reactome.org|biological_process|GO_0000715|biological_process
GO:0006302|pathway_to_biological_process|DNA Double-Strand Break Repair|REACTOME|R-HSA-5693532|pathway|https://reactome.org|biological_process|GO_0006302|biological_process
GO:0006281|pathway_to_biological_process|DNA Repair|REACTOME|R-HSA-73894|pathway|https://reactome.org|biological_process|GO_0006281|biological_process
GO:0006261|pathway_to_biological_process|DNA Replication|REACTOME|R-HSA-69306|pathway|https://reactome.org|biological_process|GO_0006261|biological_process
GO:0031507|pathway_to_biological_process|DNA methylation|REACTOME|R-HSA-5334118|pathway|https://reactome.org|biological_process|GO_0031507|biological_process
GO:0006270|pathway_to_biological_process|DNA replication initiation|REACTOME|R-HSA-68952|pathway|https://reactome.org|biological_process|GO_0006270|biological_process
GO:0006271|pathway_to_biological_process|DNA strand elongation|REACTOME|R-HSA-69190|pathway|https://reactome.org|biological_process|GO_0006271|biological_process
GO:0050651|pathway_to_biological_process|DS-GAG biosynthesis|REACTOME|R-HSA-2022923|pathway|https://reactome.org|biological_process|GO_0050651|biological_process
GO:0000289|pathway_to_biological_process|Deadenylation of mRNA|REACTOME|R-HSA-429947|pathway|https://reactome.org|biological_process|GO_0000289|biological_process
GO:0000288|pathway_to_biological_process|Deadenylation-dependent mRNA decay|REACTOME|R-HSA-429914|pathway|https://reactome.org|biological_process|GO_0000288|biological_process
GO:0007166|pathway_to_biological_process|Death Receptor Signaling|REACTOME|R-HSA-73887|pathway|https://reactome.org|biological_process|GO_0007166|biological_process
GO:0090263|pathway_to_biological_process|Degradation of AXIN|REACTOME|R-HSA-4641257|pathway|https://reactome.org|biological_process|GO_0090263|biological_process
GO:0090090|pathway_to_biological_process|Degradation of DVL|REACTOME|R-HSA-4641258|pathway|https://reactome.org|biological_process|GO_0090090|biological_process
GO:0009450|pathway_to_biological_process|Degradation of GABA|REACTOME|R-HSA-916853|pathway|https://reactome.org|biological_process|GO_0009450|biological_process
GO:0000098|pathway_to_biological_process|Degradation of cysteine and homocysteine|REACTOME|R-HSA-1614558|pathway|https://reactome.org|biological_process|GO_0000098|biological_process
GO:0022617|pathway_to_biological_process|Degradation of the extracellular matrix|REACTOME|R-HSA-1474228|pathway|https://reactome.org|biological_process|GO_0022617|biological_process
GO:0034080|pathway_to_biological_process|Deposition of new CENPA-containing nucleosomes at the centromere|REACTOME|R-HSA-606279|pathway|https://reactome.org|biological_process|GO_0034080|biological_process
GO:0045007|pathway_to_biological_process|Depurination|REACTOME|R-HSA-73927|pathway|https://reactome.org|biological_process|GO_0045007|biological_process
GO:0045008|pathway_to_biological_process|Depyrimidination|REACTOME|R-HSA-73928|pathway|https://reactome.org|biological_process|GO_0045008|biological_process
GO:0034599|pathway_to_biological_process|Detoxification of Reactive Oxygen Species|REACTOME|R-HSA-3299685|pathway|https://reactome.org|biological_process|GO_0034599|biological_process
GO:0016579|pathway_to_biological_process|Deubiquitination|REACTOME|R-HSA-5688426|pathway|https://reactome.org|biological_process|GO_0016579|biological_process
GO:0003334|pathway_to_biological_process|Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin|REACTOME|R-HSA-9725554|pathway|https://reactome.org|biological_process|GO_0003334|biological_process
GO:0007586|pathway_to_biological_process|Digestion|REACTOME|R-HSA-8935690|pathway|https://reactome.org|biological_process|GO_0007586|biological_process
GO:0044245|pathway_to_biological_process|Digestion of dietary carbohydrate|REACTOME|R-HSA-189085|pathway|https://reactome.org|biological_process|GO_0044245|biological_process
GO:0044241|pathway_to_biological_process|Digestion of dietary lipid|REACTOME|R-HSA-192456|pathway|https://reactome.org|biological_process|GO_0044241|biological_process
GO:0060070|pathway_to_biological_process|Disassembly of the destruction complex and recruitment of AXIN to the membrane|REACTOME|R-HSA-4641262|pathway|https://reactome.org|biological_process|GO_0060070|biological_process
GO:0042730|pathway_to_biological_process|Dissolution of Fibrin Clot|REACTOME|R-HSA-75205|pathway|https://reactome.org|biological_process|GO_0042730|biological_process
GO:0006836|pathway_to_biological_process|Dopamine Neurotransmitter Release Cycle|REACTOME|R-HSA-212676|pathway|https://reactome.org|biological_process|GO_0006836|biological_process
GO:0000122|pathway_to_biological_process|Downregulation of SMAD2/3:SMAD4 transcriptional activity|REACTOME|R-HSA-2173795|pathway|https://reactome.org|biological_process|GO_0000122|biological_process
GO:0030512|pathway_to_biological_process|Downregulation of TGF-beta receptor signaling|REACTOME|R-HSA-2173788|pathway|https://reactome.org|biological_process|GO_0030512|biological_process
GO:0006805|pathway_to_biological_process|Drug ADME|REACTOME|R-HSA-9748784|pathway|https://reactome.org|biological_process|GO_0006805|biological_process
GO:0006289|pathway_to_biological_process|Dual Incision in GG-NER|REACTOME|R-HSA-5696400|pathway|https://reactome.org|biological_process|GO_0006289|biological_process
GO:0042059|pathway_to_biological_process|EGFR downregulation|REACTOME|R-HSA-182971|pathway|https://reactome.org|biological_process|GO_0042059|biological_process
GO:0007165|pathway_to_biological_process|EGFR interacts with phospholipase C-gamma|REACTOME|R-HSA-212718|pathway|https://reactome.org|biological_process|GO_0007165|biological_process
GO:0007052|pathway_to_biological_process|EML4 and NUDC in mitotic spindle formation|REACTOME|R-HSA-9648025|pathway|https://reactome.org|biological_process|GO_0007052|biological_process
GO:0048013|pathway_to_biological_process|EPH-Ephrin signaling|REACTOME|R-HSA-2682334|pathway|https://reactome.org|biological_process|GO_0048013|biological_process
GO:1904380|pathway_to_biological_process|ER Quality Control Compartment (ERQC)|REACTOME|R-HSA-901032|pathway|https://reactome.org|biological_process|GO_1904380|biological_process
GO:0006888|pathway_to_biological_process|ER to Golgi Anterograde Transport|REACTOME|R-HSA-199977|pathway|https://reactome.org|biological_process|GO_0006888|biological_process
GO:0002479|pathway_to_biological_process|ER-Phagosome pathway|REACTOME|R-HSA-1236974|pathway|https://reactome.org|biological_process|GO_0002479|biological_process
GO:2000145|pathway_to_biological_process|ERBB2 Regulates Cell Motility|REACTOME|R-HSA-6785631|pathway|https://reactome.org|biological_process|GO_2000145|biological_process
GO:0006690|pathway_to_biological_process|Eicosanoids|REACTOME|R-HSA-211979|pathway|https://reactome.org|biological_process|GO_0006690|biological_process
GO:0006124|pathway_to_biological_process|Electron transport from NADPH to Ferredoxin|REACTOME|R-HSA-2395516|pathway|https://reactome.org|biological_process|GO_0006124|biological_process
GO:0016125|pathway_to_biological_process|Endogenous sterols|REACTOME|R-HSA-211976|pathway|https://reactome.org|biological_process|GO_0016125|biological_process
GO:0016197|pathway_to_biological_process|Endosomal Sorting Complex Required For Transport (ESCRT)|REACTOME|R-HSA-917729|pathway|https://reactome.org|biological_process|GO_0016197|biological_process
GO:0002480|pathway_to_biological_process|Endosomal/Vacuolar pathway|REACTOME|R-HSA-1236977|pathway|https://reactome.org|biological_process|GO_0002480|biological_process
GO:0051726|pathway_to_biological_process|Energy dependent regulation of mTOR by LKB1-AMPK|REACTOME|R-HSA-380972|pathway|https://reactome.org|biological_process|GO_0051726|biological_process
GO:0019065|pathway_to_biological_process|Entry of Influenza Virion into Host Cell via Endocytosis|REACTOME|R-HSA-168275|pathway|https://reactome.org|biological_process|GO_0019065|biological_process
GO:0042420|pathway_to_biological_process|Enzymatic degradation of Dopamine by monoamine oxidase|REACTOME|R-HSA-379398|pathway|https://reactome.org|biological_process|GO_0042420|biological_process
GO:0042420|pathway_to_biological_process|Enzymatic degradation of dopamine by COMT|REACTOME|R-HSA-379397|pathway|https://reactome.org|biological_process|GO_0042420|biological_process
GO:0040029|pathway_to_biological_process|Epigenetic regulation of gene expression|REACTOME|R-HSA-212165|pathway|https://reactome.org|biological_process|GO_0040029|biological_process
GO:0001837|pathway_to_biological_process|Epithelial-Mesenchymal Transition (EMT) during gastrulation|REACTOME|R-HSA-9758919|pathway|https://reactome.org|biological_process|GO_0001837|biological_process
GO:0051897|pathway_to_biological_process|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|REACTOME|R-HSA-9027276|pathway|https://reactome.org|biological_process|GO_0051897|biological_process
GO:0046579|pathway_to_biological_process|Erythropoietin activates RAS|REACTOME|R-HSA-9027284|pathway|https://reactome.org|biological_process|GO_0046579|biological_process
GO:1904894|pathway_to_biological_process|Erythropoietin activates STAT5|REACTOME|R-HSA-9027283|pathway|https://reactome.org|biological_process|GO_1904894|biological_process
GO:0007062|pathway_to_biological_process|Establishment of Sister Chromatid Cohesion|REACTOME|R-HSA-2468052|pathway|https://reactome.org|biological_process|GO_0007062|biological_process
GO:0006703|pathway_to_biological_process|Estrogen biosynthesis|REACTOME|R-HSA-193144|pathway|https://reactome.org|biological_process|GO_0006703|biological_process
GO:0006068|pathway_to_biological_process|Ethanol oxidation|REACTOME|R-HSA-71384|pathway|https://reactome.org|biological_process|GO_0006068|biological_process
GO:0006414|pathway_to_biological_process|Eukaryotic Translation Elongation|REACTOME|R-HSA-156842|pathway|https://reactome.org|biological_process|GO_0006414|biological_process
GO:0006413|pathway_to_biological_process|Eukaryotic Translation Initiation|REACTOME|R-HSA-72613|pathway|https://reactome.org|biological_process|GO_0006413|biological_process
GO:0006415|pathway_to_biological_process|Eukaryotic Translation Termination|REACTOME|R-HSA-72764|pathway|https://reactome.org|biological_process|GO_0006415|biological_process
GO:0075733|pathway_to_biological_process|Export of Viral Ribonucleoproteins from Nucleus|REACTOME|R-HSA-168274|pathway|https://reactome.org|biological_process|GO_0075733|biological_process
GO:0010468|pathway_to_biological_process|Expression and translocation of olfactory receptors|REACTOME|R-HSA-9752946|pathway|https://reactome.org|biological_process|GO_0010468|biological_process
GO:0030198|pathway_to_biological_process|Extracellular matrix organization|REACTOME|R-HSA-1474244|pathway|https://reactome.org|biological_process|GO_0030198|biological_process
GO:0007598|pathway_to_biological_process|Extrinsic Pathway of Fibrin Clot Formation|REACTOME|R-HSA-140834|pathway|https://reactome.org|biological_process|GO_0007598|biological_process
GO:0044528|pathway_to_biological_process|FASTK family proteins regulate processing and stability of mitochondrial RNAs|REACTOME|R-HSA-9837092|pathway|https://reactome.org|biological_process|GO_0044528|biological_process
GO:0045930|pathway_to_biological_process|FBXL7 down-regulates AURKA during mitotic entry and in early mitosis|REACTOME|R-HSA-8854050|pathway|https://reactome.org|biological_process|GO_0045930|biological_process
GO:0002862|pathway_to_biological_process|FCGR3A-mediated IL10 synthesis|REACTOME|R-HSA-9664323|pathway|https://reactome.org|biological_process|GO_0002862|biological_process
GO:0038096|pathway_to_biological_process|FCGR3A-mediated phagocytosis|REACTOME|R-HSA-9664422|pathway|https://reactome.org|biological_process|GO_0038096|biological_process
GO:0019221|pathway_to_biological_process|FLT3 Signaling|REACTOME|R-HSA-9607240|pathway|https://reactome.org|biological_process|GO_0019221|biological_process
GO:0036297|pathway_to_biological_process|Fanconi Anemia Pathway|REACTOME|R-HSA-6783310|pathway|https://reactome.org|biological_process|GO_0036297|biological_process
GO:0097190|pathway_to_biological_process|FasL/ CD95L signaling|REACTOME|R-HSA-75157|pathway|https://reactome.org|biological_process|GO_0097190|biological_process
GO:0006631|pathway_to_biological_process|Fatty acid metabolism|REACTOME|R-HSA-8978868|pathway|https://reactome.org|biological_process|GO_0006631|biological_process
GO:0006631|pathway_to_biological_process|Fatty acids|REACTOME|R-HSA-211935|pathway|https://reactome.org|biological_process|GO_0006631|biological_process
GO:0046949|pathway_to_biological_process|Fatty acyl-CoA biosynthesis|REACTOME|R-HSA-75105|pathway|https://reactome.org|biological_process|GO_0046949|biological_process
GO:0038095|pathway_to_biological_process|Fc epsilon receptor (FCERI) signaling|REACTOME|R-HSA-2454202|pathway|https://reactome.org|biological_process|GO_0038095|biological_process
GO:0038096|pathway_to_biological_process|Fcgamma receptor (FCGR) dependent phagocytosis|REACTOME|R-HSA-2029480|pathway|https://reactome.org|biological_process|GO_0038096|biological_process
GO:0007338|pathway_to_biological_process|Fertilization|REACTOME|R-HSA-1187000|pathway|https://reactome.org|biological_process|GO_0007338|biological_process
GO:0006457|pathway_to_biological_process|Folding of actin by CCT/TriC|REACTOME|R-HSA-390450|pathway|https://reactome.org|biological_process|GO_0006457|biological_process
GO:0042776|pathway_to_biological_process|Formation of ATP by chemiosmotic coupling|REACTOME|R-HSA-163210|pathway|https://reactome.org|biological_process|GO_0042776|biological_process
GO:0048320|pathway_to_biological_process|Formation of axial mesoderm|REACTOME|R-HSA-9796292|pathway|https://reactome.org|biological_process|GO_0048320|biological_process
GO:0001706|pathway_to_biological_process|Formation of definitive endoderm|REACTOME|R-HSA-9823730|pathway|https://reactome.org|biological_process|GO_0001706|biological_process
GO:0048391|pathway_to_biological_process|Formation of intermediate mesoderm|REACTOME|R-HSA-9761174|pathway|https://reactome.org|biological_process|GO_0048391|biological_process
GO:0048370|pathway_to_biological_process|Formation of lateral plate mesoderm|REACTOME|R-HSA-9758920|pathway|https://reactome.org|biological_process|GO_0048370|biological_process
GO:0048341|pathway_to_biological_process|Formation of paraxial mesoderm|REACTOME|R-HSA-9793380|pathway|https://reactome.org|biological_process|GO_0048341|biological_process
GO:0001887|pathway_to_biological_process|Formation of selenosugars for excretion|REACTOME|R-HSA-2408499|pathway|https://reactome.org|biological_process|GO_0001887|biological_process
GO:0009226|pathway_to_biological_process|Formation of the active cofactor, UDP-glucuronate|REACTOME|R-HSA-173599|pathway|https://reactome.org|biological_process|GO_0009226|biological_process
GO:0090017|pathway_to_biological_process|Formation of the anterior neural plate|REACTOME|R-HSA-9823739|pathway|https://reactome.org|biological_process|GO_0090017|biological_process
GO:1904837|pathway_to_biological_process|Formation of the beta-catenin:TCF transactivating complex|REACTOME|R-HSA-201722|pathway|https://reactome.org|biological_process|GO_1904837|biological_process
GO:0070268|pathway_to_biological_process|Formation of the cornified envelope|REACTOME|R-HSA-6809371|pathway|https://reactome.org|biological_process|GO_0070268|biological_process
GO:0072179|pathway_to_biological_process|Formation of the nephric duct|REACTOME|R-HSA-9830364|pathway|https://reactome.org|biological_process|GO_0072179|biological_process
GO:0090018|pathway_to_biological_process|Formation of the posterior neural plate|REACTOME|R-HSA-9832991|pathway|https://reactome.org|biological_process|GO_0090018|biological_process
GO:0060676|pathway_to_biological_process|Formation of the ureteric bud|REACTOME|R-HSA-9830674|pathway|https://reactome.org|biological_process|GO_0060676|biological_process
GO:0006457|pathway_to_biological_process|Formation of tubulin folding intermediates by CCT/TriC|REACTOME|R-HSA-389960|pathway|https://reactome.org|biological_process|GO_0006457|biological_process
GO:0019640|pathway_to_biological_process|Formation of xylulose-5-phosphate|REACTOME|R-HSA-5661270|pathway|https://reactome.org|biological_process|GO_0019640|biological_process
GO:0032024|pathway_to_biological_process|Free fatty acids regulate insulin secretion|REACTOME|R-HSA-400451|pathway|https://reactome.org|biological_process|GO_0032024|biological_process
GO:0046370|pathway_to_biological_process|Fructose biosynthesis|REACTOME|R-HSA-5652227|pathway|https://reactome.org|biological_process|GO_0046370|biological_process
GO:0061624|pathway_to_biological_process|Fructose catabolism|REACTOME|R-HSA-70350|pathway|https://reactome.org|biological_process|GO_0061624|biological_process
GO:0006000|pathway_to_biological_process|Fructose metabolism|REACTOME|R-HSA-5652084|pathway|https://reactome.org|biological_process|GO_0006000|biological_process
GO:0046718|pathway_to_biological_process|Fusion and Uncoating of the Influenza Virion|REACTOME|R-HSA-168270|pathway|https://reactome.org|biological_process|GO_0046718|biological_process
GO:0019064|pathway_to_biological_process|Fusion of the Influenza Virion to the Host Cell Endosome|REACTOME|R-HSA-168288|pathway|https://reactome.org|biological_process|GO_0019064|biological_process
GO:0000080|pathway_to_biological_process|G1 Phase|REACTOME|R-HSA-69236|pathway|https://reactome.org|biological_process|GO_0000080|biological_process
GO:0000082|pathway_to_biological_process|G1/S Transition|REACTOME|R-HSA-69206|pathway|https://reactome.org|biological_process|GO_0000082|biological_process
GO:0007346|pathway_to_biological_process|G2 Phase|REACTOME|R-HSA-68911|pathway|https://reactome.org|biological_process|GO_0007346|biological_process
GO:0000086|pathway_to_biological_process|G2/M Transition|REACTOME|R-HSA-69275|pathway|https://reactome.org|biological_process|GO_0000086|biological_process
GO:0009449|pathway_to_biological_process|GABA synthesis|REACTOME|R-HSA-888568|pathway|https://reactome.org|biological_process|GO_0009449|biological_process
GO:0042350|pathway_to_biological_process|GDP-fucose biosynthesis|REACTOME|R-HSA-6787639|pathway|https://reactome.org|biological_process|GO_0042350|biological_process
GO:0007186|pathway_to_biological_process|GPCR downstream signalling|REACTOME|R-HSA-388396|pathway|https://reactome.org|biological_process|GO_0007186|biological_process
GO:0033499|pathway_to_biological_process|Galactose catabolism|REACTOME|R-HSA-70370|pathway|https://reactome.org|biological_process|GO_0033499|biological_process
GO:0017187|pathway_to_biological_process|Gamma-carboxylation, transport, and amino-terminal cleavage of proteins|REACTOME|R-HSA-159854|pathway|https://reactome.org|biological_process|GO_0017187|biological_process
GO:0016264|pathway_to_biological_process|Gap junction assembly|REACTOME|R-HSA-190861|pathway|https://reactome.org|biological_process|GO_0016264|biological_process
GO:0006297|pathway_to_biological_process|Gap-filling DNA repair synthesis and ligation in GG-NER|REACTOME|R-HSA-5696397|pathway|https://reactome.org|biological_process|GO_0006297|biological_process
GO:0007369|pathway_to_biological_process|Gastrulation|REACTOME|R-HSA-9758941|pathway|https://reactome.org|biological_process|GO_0007369|biological_process
GO:0031047|pathway_to_biological_process|Gene Silencing by RNA|REACTOME|R-HSA-211000|pathway|https://reactome.org|biological_process|GO_0031047|biological_process
GO:0006351|pathway_to_biological_process|Gene expression (Transcription)|REACTOME|R-HSA-74160|pathway|https://reactome.org|biological_process|GO_0006351|biological_process
GO:0060260|pathway_to_biological_process|Generic Transcription Pathway|REACTOME|R-HSA-212436|pathway|https://reactome.org|biological_process|GO_0060260|biological_process
GO:0090009|pathway_to_biological_process|Germ layer formation at gastrulation|REACTOME|R-HSA-9754189|pathway|https://reactome.org|biological_process|GO_0090009|biological_process
GO:0070911|pathway_to_biological_process|Global Genome Nucleotide Excision Repair (GG-NER)|REACTOME|R-HSA-5696399|pathway|https://reactome.org|biological_process|GO_0070911|biological_process
GO:0071377|pathway_to_biological_process|Glucagon signaling in metabolic regulation|REACTOME|R-HSA-163359|pathway|https://reactome.org|biological_process|GO_0071377|biological_process
GO:0032024|pathway_to_biological_process|Glucagon-like Peptide-1 (GLP1) regulates insulin secretion|REACTOME|R-HSA-381676|pathway|https://reactome.org|biological_process|GO_0032024|biological_process
GO:0006704|pathway_to_biological_process|Glucocorticoid biosynthesis|REACTOME|R-HSA-194002|pathway|https://reactome.org|biological_process|GO_0006704|biological_process
GO:0006094|pathway_to_biological_process|Gluconeogenesis|REACTOME|R-HSA-70263|pathway|https://reactome.org|biological_process|GO_0006094|biological_process
GO:0006006|pathway_to_biological_process|Glucose metabolism|REACTOME|R-HSA-70326|pathway|https://reactome.org|biological_process|GO_0006006|biological_process
GO:0019585|pathway_to_biological_process|Glucuronidation|REACTOME|R-HSA-156588|pathway|https://reactome.org|biological_process|GO_0019585|biological_process
GO:0006836|pathway_to_biological_process|Glutamate Neurotransmitter Release Cycle|REACTOME|R-HSA-210500|pathway|https://reactome.org|biological_process|GO_0006836|biological_process
GO:0170033|pathway_to_biological_process|Glutamate and glutamine metabolism|REACTOME|R-HSA-8964539|pathway|https://reactome.org|biological_process|GO_0170033|biological_process
GO:1901687|pathway_to_biological_process|Glutathione conjugation|REACTOME|R-HSA-156590|pathway|https://reactome.org|biological_process|GO_1901687|biological_process
GO:0006749|pathway_to_biological_process|Glutathione synthesis and recycling|REACTOME|R-HSA-174403|pathway|https://reactome.org|biological_process|GO_0006749|biological_process
GO:0046474|pathway_to_biological_process|Glycerophospholipid biosynthesis|REACTOME|R-HSA-1483206|pathway|https://reactome.org|biological_process|GO_0046474|biological_process
GO:0046475|pathway_to_biological_process|Glycerophospholipid catabolism|REACTOME|R-HSA-6814848|pathway|https://reactome.org|biological_process|GO_0046475|biological_process
GO:0006546|pathway_to_biological_process|Glycine degradation|REACTOME|R-HSA-6783984|pathway|https://reactome.org|biological_process|GO_0006546|biological_process
GO:0005980|pathway_to_biological_process|Glycogen breakdown (glycogenolysis)|REACTOME|R-HSA-70221|pathway|https://reactome.org|biological_process|GO_0005980|biological_process
GO:0005977|pathway_to_biological_process|Glycogen metabolism|REACTOME|R-HSA-8982491|pathway|https://reactome.org|biological_process|GO_0005977|biological_process
GO:0005978|pathway_to_biological_process|Glycogen synthesis|REACTOME|R-HSA-3322077|pathway|https://reactome.org|biological_process|GO_0005978|biological_process
GO:0061621|pathway_to_biological_process|Glycolysis|REACTOME|R-HSA-70171|pathway|https://reactome.org|biological_process|GO_0061621|biological_process
GO:0030203|pathway_to_biological_process|Glycosaminoglycan metabolism|REACTOME|R-HSA-1630316|pathway|https://reactome.org|biological_process|GO_0030203|biological_process
GO:0120532|pathway_to_biological_process|Glycosaminoglycan-protein linkage region biosynthesis|REACTOME|R-HSA-1971475|pathway|https://reactome.org|biological_process|GO_0120532|biological_process
GO:0006688|pathway_to_biological_process|Glycosphingolipid biosynthesis|REACTOME|R-HSA-9840309|pathway|https://reactome.org|biological_process|GO_0006688|biological_process
GO:0046479|pathway_to_biological_process|Glycosphingolipid catabolism|REACTOME|R-HSA-9840310|pathway|https://reactome.org|biological_process|GO_0046479|biological_process
GO:0006687|pathway_to_biological_process|Glycosphingolipid metabolism|REACTOME|R-HSA-1660662|pathway|https://reactome.org|biological_process|GO_0006687|biological_process
GO:0035627|pathway_to_biological_process|Glycosphingolipid transport|REACTOME|R-HSA-9845576|pathway|https://reactome.org|biological_process|GO_0035627|biological_process
GO:0019752|pathway_to_biological_process|Glyoxylate metabolism and glycine degradation|REACTOME|R-HSA-389661|pathway|https://reactome.org|biological_process|GO_0019752|biological_process
GO:0048313|pathway_to_biological_process|Golgi Cisternae Pericentriolar Stack Reorganization|REACTOME|R-HSA-162658|pathway|https://reactome.org|biological_process|GO_0048313|biological_process
GO:0060397|pathway_to_biological_process|Growth hormone receptor signaling|REACTOME|R-HSA-982772|pathway|https://reactome.org|biological_process|GO_0060397|biological_process
GO:0019058|pathway_to_biological_process|HCMV Infection|REACTOME|R-HSA-9609646|pathway|https://reactome.org|biological_process|GO_0019058|biological_process
