id|label|pathway_name|source|source_url
r-hsa-5619039|pathway|Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)|REACTOME|https://reactome.org
r-hsa-5619070|pathway|Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)|REACTOME|https://reactome.org
r-hsa-5619035|pathway|Defective SLC17A5 causes Salla disease (SD) and ISSD|REACTOME|https://reactome.org
r-hsa-5619076|pathway|Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)|REACTOME|https://reactome.org
r-hsa-5619067|pathway|Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)|REACTOME|https://reactome.org
r-hsa-5619062|pathway|Defective SLC1A3 causes episodic ataxia 6 (EA6)|REACTOME|https://reactome.org
r-hsa-5619111|pathway|Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)|REACTOME|https://reactome.org
r-hsa-5619071|pathway|Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)|REACTOME|https://reactome.org
r-hsa-5619066|pathway|Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)|REACTOME|https://reactome.org
r-hsa-5619053|pathway|Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)|REACTOME|https://reactome.org
r-hsa-5619077|pathway|Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)|REACTOME|https://reactome.org
r-hsa-5619055|pathway|Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)|REACTOME|https://reactome.org
r-hsa-5619036|pathway|Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)|REACTOME|https://reactome.org
r-hsa-3560792|pathway|Defective SLC26A2 causes chondrodysplasias|REACTOME|https://reactome.org
r-hsa-5619085|pathway|Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)|REACTOME|https://reactome.org
r-hsa-5619046|pathway|Defective SLC26A4 causes Pendred syndrome (PDS)|REACTOME|https://reactome.org
r-hsa-5619108|pathway|Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)|REACTOME|https://reactome.org
r-hsa-5619063|pathway|Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)|REACTOME|https://reactome.org
r-hsa-5619043|pathway|Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)|REACTOME|https://reactome.org
r-hsa-5619068|pathway|Defective SLC2A10 causes arterial tortuosity syndrome (ATS)|REACTOME|https://reactome.org
r-hsa-5619098|pathway|Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)|REACTOME|https://reactome.org
r-hsa-5619047|pathway|Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)|REACTOME|https://reactome.org
r-hsa-5619061|pathway|Defective SLC33A1 causes spastic paraplegia 42 (SPG42)|REACTOME|https://reactome.org
r-hsa-5619040|pathway|Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)|REACTOME|https://reactome.org
r-hsa-5687583|pathway|Defective SLC34A2 causes PALM|REACTOME|https://reactome.org
r-hsa-5619045|pathway|Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)|REACTOME|https://reactome.org
r-hsa-5619097|pathway|Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)|REACTOME|https://reactome.org
r-hsa-5619037|pathway|Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)|REACTOME|https://reactome.org
r-hsa-5663020|pathway|Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)|REACTOME|https://reactome.org
r-hsa-5619072|pathway|Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)|REACTOME|https://reactome.org
r-hsa-5619083|pathway|Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)|REACTOME|https://reactome.org
r-hsa-5619078|pathway|Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)|REACTOME|https://reactome.org
r-hsa-5579020|pathway|Defective SLC35D1 causes SCHBCKD|REACTOME|https://reactome.org
r-hsa-5619041|pathway|Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)|REACTOME|https://reactome.org
r-hsa-5619088|pathway|Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)|REACTOME|https://reactome.org
r-hsa-5619113|pathway|Defective SLC3A1 causes cystinuria (CSNU)|REACTOME|https://reactome.org
r-hsa-5655799|pathway|Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)|REACTOME|https://reactome.org
r-hsa-5619049|pathway|Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)|REACTOME|https://reactome.org
r-hsa-5619050|pathway|Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)|REACTOME|https://reactome.org
r-hsa-5619054|pathway|Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)|REACTOME|https://reactome.org
r-hsa-5656364|pathway|Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)|REACTOME|https://reactome.org
r-hsa-5658208|pathway|Defective SLC5A2 causes renal glucosuria (GLYS1)|REACTOME|https://reactome.org
r-hsa-5619096|pathway|Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)|REACTOME|https://reactome.org
r-hsa-5658471|pathway|Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)|REACTOME|https://reactome.org
r-hsa-5619114|pathway|Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)|REACTOME|https://reactome.org
r-hsa-5659729|pathway|Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria|REACTOME|https://reactome.org
r-hsa-5619079|pathway|Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria|REACTOME|https://reactome.org
r-hsa-5659735|pathway|Defective SLC6A19 causes Hartnup disorder (HND)|REACTOME|https://reactome.org
r-hsa-5619044|pathway|Defective SLC6A19 causes Hartnup disorder (HND)|REACTOME|https://reactome.org
r-hsa-5619109|pathway|Defective SLC6A2 causes orthostatic intolerance (OI)|REACTOME|https://reactome.org
r-hsa-5619081|pathway|Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)|REACTOME|https://reactome.org
r-hsa-5660724|pathway|Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)|REACTOME|https://reactome.org
r-hsa-5619089|pathway|Defective SLC6A5 causes hyperekplexia 3 (HKPX3)|REACTOME|https://reactome.org
r-hsa-5660862|pathway|Defective SLC7A7 causes lysinuric protein intolerance (LPI)|REACTOME|https://reactome.org
r-hsa-5660883|pathway|Defective SLC7A9 causes cystinuria (CSNU)|REACTOME|https://reactome.org
r-hsa-5619092|pathway|Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)|REACTOME|https://reactome.org
r-hsa-5619052|pathway|Defective SLC9A9 causes autism 16 (AUTS16)|REACTOME|https://reactome.org
r-hsa-5619110|pathway|Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)|REACTOME|https://reactome.org
r-hsa-5619058|pathway|Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)|REACTOME|https://reactome.org
r-hsa-5619095|pathway|Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)|REACTOME|https://reactome.org
r-hsa-4755579|pathway|Defective SRD5A3 causes SRD5A3-CDG, KHRZ|REACTOME|https://reactome.org
r-hsa-3656243|pathway|Defective ST3GAL3 causes MCT12 and EIEE15|REACTOME|https://reactome.org
r-hsa-5579032|pathway|Defective TBXAS1 causes GHDD|REACTOME|https://reactome.org
r-hsa-3359454|pathway|Defective TCN2 causes TCN2 deficiency|REACTOME|https://reactome.org
r-hsa-5578995|pathway|Defective TPMT causes TPMT deficiency|REACTOME|https://reactome.org
r-hsa-5619107|pathway|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)|REACTOME|https://reactome.org
r-hsa-5579002|pathway|Defective UGT1A1 causes hyperbilirubinemia|REACTOME|https://reactome.org
r-hsa-5579016|pathway|Defective UGT1A4 causes hyperbilirubinemia|REACTOME|https://reactome.org
r-hsa-9661069|pathway|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)|REACTOME|https://reactome.org
r-hsa-9672396|pathway|Defective cofactor function of FVIIIa variant|REACTOME|https://reactome.org
r-hsa-9668250|pathway|Defective factor IX causes hemophilia B|REACTOME|https://reactome.org
r-hsa-9672383|pathway|Defective factor IX causes thrombophilia|REACTOME|https://reactome.org
r-hsa-9662001|pathway|Defective factor VIII causes hemophilia A|REACTOME|https://reactome.org
r-hsa-9657688|pathway|Defective factor XII causes hereditary angioedema|REACTOME|https://reactome.org
r-hsa-9673240|pathway|Defective gamma-carboxylation of F9|REACTOME|https://reactome.org
r-hsa-9701192|pathway|Defective homologous recombination repair (HRR) due to BRCA1 loss of function|REACTOME|https://reactome.org
r-hsa-9701190|pathway|Defective homologous recombination repair (HRR) due to BRCA2 loss of function|REACTOME|https://reactome.org
r-hsa-9701193|pathway|Defective homologous recombination repair (HRR) due to PALB2 loss of function|REACTOME|https://reactome.org
r-hsa-5688031|pathway|Defective pro-SFTPB causes SMDP1 and RDS|REACTOME|https://reactome.org
r-hsa-5688354|pathway|Defective pro-SFTPC causes SMDP2 and RDS|REACTOME|https://reactome.org
r-hsa-9710421|pathway|Defective pyroptosis|REACTOME|https://reactome.org
r-hsa-9661070|pathway|Defective translocation of RB1 mutants to the nucleus|REACTOME|https://reactome.org
r-hsa-3323169|pathway|Defects in biotin (Btn) metabolism|REACTOME|https://reactome.org
r-hsa-3296469|pathway|Defects in cobalamin (B12) metabolism|REACTOME|https://reactome.org
r-hsa-3296482|pathway|Defects in vitamin and cofactor metabolism|REACTOME|https://reactome.org
r-hsa-9651496|pathway|Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)|REACTOME|https://reactome.org
r-hsa-1461973|pathway|Defensins|REACTOME|https://reactome.org
r-hsa-4641257|pathway|Degradation of AXIN|REACTOME|https://reactome.org
r-hsa-4641258|pathway|Degradation of DVL|REACTOME|https://reactome.org
r-hsa-916853|pathway|Degradation of GABA|REACTOME|https://reactome.org
r-hsa-5610780|pathway|Degradation of GLI1 by the proteasome|REACTOME|https://reactome.org
r-hsa-5610783|pathway|Degradation of GLI2 by the proteasome|REACTOME|https://reactome.org
r-hsa-195253|pathway|Degradation of beta-catenin by the destruction complex|REACTOME|https://reactome.org
r-hsa-1614558|pathway|Degradation of cysteine and homocysteine|REACTOME|https://reactome.org
r-hsa-1474228|pathway|Degradation of the extracellular matrix|REACTOME|https://reactome.org
r-hsa-5467343|pathway|Deletions in the AMER1 gene destabilize the destruction complex|REACTOME|https://reactome.org
r-hsa-5467345|pathway|Deletions in the AXIN1 gene destabilize the destruction complex|REACTOME|https://reactome.org
r-hsa-4419969|pathway|Depolymerization of the Nuclear Lamina|REACTOME|https://reactome.org
r-hsa-606279|pathway|Deposition of new CENPA-containing nucleosomes at the centromere|REACTOME|https://reactome.org
r-hsa-73927|pathway|Depurination|REACTOME|https://reactome.org
r-hsa-73928|pathway|Depyrimidination|REACTOME|https://reactome.org
r-hsa-8862803|pathway|Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimers disease models|REACTOME|https://reactome.org
r-hsa-2022923|pathway|Dermatan sulfate biosynthesis|REACTOME|https://reactome.org
r-hsa-3299685|pathway|Detoxification of Reactive Oxygen Species|REACTOME|https://reactome.org
r-hsa-5688426|pathway|Deubiquitination|REACTOME|https://reactome.org
r-hsa-1266738|pathway|Developmental Biology|REACTOME|https://reactome.org
r-hsa-8935690|pathway|Digestion|REACTOME|https://reactome.org
r-hsa-8963743|pathway|Digestion and absorption|REACTOME|https://reactome.org
r-hsa-189085|pathway|Digestion of dietary carbohydrate|REACTOME|https://reactome.org
r-hsa-192456|pathway|Digestion of dietary lipid|REACTOME|https://reactome.org
r-hsa-69416|pathway|Dimerization of procaspase-8|REACTOME|https://reactome.org
r-hsa-4641262|pathway|Disassembly of the destruction complex and recruitment of AXIN to the membrane|REACTOME|https://reactome.org
r-hsa-1643685|pathway|Disease|REACTOME|https://reactome.org
r-hsa-3781860|pathway|Diseases associated with N-glycosylation of proteins|REACTOME|https://reactome.org
r-hsa-3906995|pathway|Diseases associated with O-glycosylation of proteins|REACTOME|https://reactome.org
r-hsa-3560782|pathway|Diseases associated with glycosaminoglycan metabolism|REACTOME|https://reactome.org
r-hsa-5609975|pathway|Diseases associated with glycosylation precursor biosynthesis|REACTOME|https://reactome.org
r-hsa-5687613|pathway|Diseases associated with surfactant metabolism|REACTOME|https://reactome.org
r-hsa-5602358|pathway|Diseases associated with the TLR signaling cascade|REACTOME|https://reactome.org
r-hsa-2474795|pathway|Diseases associated with visual transduction|REACTOME|https://reactome.org
r-hsa-9605308|pathway|Diseases of Base Excision Repair|REACTOME|https://reactome.org
r-hsa-9630747|pathway|Diseases of Cellular Senescence|REACTOME|https://reactome.org
r-hsa-9675136|pathway|Diseases of DNA Double-Strand Break Repair|REACTOME|https://reactome.org
r-hsa-9675135|pathway|Diseases of DNA repair|REACTOME|https://reactome.org
r-hsa-5260271|pathway|Diseases of Immune System|REACTOME|https://reactome.org
r-hsa-5423599|pathway|Diseases of Mismatch Repair (MMR)|REACTOME|https://reactome.org
r-hsa-9673013|pathway|Diseases of Telomere Maintenance|REACTOME|https://reactome.org
r-hsa-5663084|pathway|Diseases of carbohydrate metabolism|REACTOME|https://reactome.org
r-hsa-9675132|pathway|Diseases of cellular response to stress|REACTOME|https://reactome.org
r-hsa-3781865|pathway|Diseases of glycosylation|REACTOME|https://reactome.org
r-hsa-9671793|pathway|Diseases of hemostasis|REACTOME|https://reactome.org
r-hsa-5668914|pathway|Diseases of metabolism|REACTOME|https://reactome.org
r-hsa-9759774|pathway|Diseases of mitochondrial beta oxidation|REACTOME|https://reactome.org
r-hsa-9675126|pathway|Diseases of mitotic cell cycle|REACTOME|https://reactome.org
r-hsa-9735804|pathway|Diseases of nucleotide metabolism|REACTOME|https://reactome.org
r-hsa-9645723|pathway|Diseases of programmed cell death|REACTOME|https://reactome.org
r-hsa-9759785|pathway|Diseases of propionyl-CoA catabolism|REACTOME|https://reactome.org
r-hsa-5663202|pathway|Diseases of signal transduction by growth factor receptors and second messengers|REACTOME|https://reactome.org
r-hsa-9675143|pathway|Diseases of the neuronal system|REACTOME|https://reactome.org
r-hsa-114516|pathway|Disinhibition of SNARE formation|REACTOME|https://reactome.org
r-hsa-9675151|pathway|Disorders of Developmental Biology|REACTOME|https://reactome.org
r-hsa-9697154|pathway|Disorders of Nervous System Development|REACTOME|https://reactome.org
r-hsa-5619115|pathway|Disorders of transmembrane transporters|REACTOME|https://reactome.org
r-hsa-110357|pathway|Displacement of DNA glycosylase by APEX1|REACTOME|https://reactome.org
r-hsa-75205|pathway|Dissolution of Fibrin Clot|REACTOME|https://reactome.org
r-hsa-212676|pathway|Dopamine Neurotransmitter Release Cycle|REACTOME|https://reactome.org
r-hsa-379401|pathway|Dopamine clearance from the synaptic cleft|REACTOME|https://reactome.org
r-hsa-390651|pathway|Dopamine receptors|REACTOME|https://reactome.org
r-hsa-8863795|pathway|Downregulation of ERBB2 signaling|REACTOME|https://reactome.org
r-hsa-1358803|pathway|Downregulation of ERBB2:ERBB3 signaling|REACTOME|https://reactome.org
r-hsa-1253288|pathway|Downregulation of ERBB4 signaling|REACTOME|https://reactome.org
r-hsa-2173795|pathway|Downregulation of SMAD2/3:SMAD4 transcriptional activity|REACTOME|https://reactome.org
r-hsa-2173788|pathway|Downregulation of TGF-beta receptor signaling|REACTOME|https://reactome.org
r-hsa-202424|pathway|Downstream TCR signaling|REACTOME|https://reactome.org
r-hsa-186763|pathway|Downstream signal transduction|REACTOME|https://reactome.org
r-hsa-1168372|pathway|Downstream signaling events of B Cell Receptor (BCR)|REACTOME|https://reactome.org
r-hsa-5654687|pathway|Downstream signaling of activated FGFR1|REACTOME|https://reactome.org
r-hsa-5654696|pathway|Downstream signaling of activated FGFR2|REACTOME|https://reactome.org
r-hsa-5654708|pathway|Downstream signaling of activated FGFR3|REACTOME|https://reactome.org
r-hsa-5654716|pathway|Downstream signaling of activated FGFR4|REACTOME|https://reactome.org
r-hsa-9748784|pathway|Drug ADME|REACTOME|https://reactome.org
r-hsa-9665230|pathway|Drug resistance in ERBB2 KD mutants|REACTOME|https://reactome.org
r-hsa-9665737|pathway|Drug resistance in ERBB2 TMD/JMD mutants|REACTOME|https://reactome.org
r-hsa-9700649|pathway|Drug resistance of ALK mutants|REACTOME|https://reactome.org
r-hsa-9702506|pathway|Drug resistance of FLT3 mutants|REACTOME|https://reactome.org
r-hsa-9669937|pathway|Drug resistance of KIT mutants|REACTOME|https://reactome.org
r-hsa-9674415|pathway|Drug resistance of PDGFR mutants|REACTOME|https://reactome.org
r-hsa-9750126|pathway|Drug-induced formation of DNA interstrand crosslinks|REACTOME|https://reactome.org
r-hsa-9754119|pathway|Drug-mediated inhibition of CDK4/CDK6 activity|REACTOME|https://reactome.org
r-hsa-9652282|pathway|Drug-mediated inhibition of ERBB2 signaling|REACTOME|https://reactome.org
r-hsa-9734091|pathway|Drug-mediated inhibition of MET activation|REACTOME|https://reactome.org
r-hsa-5696400|pathway|Dual Incision in GG-NER|REACTOME|https://reactome.org
r-hsa-6782135|pathway|Dual incision in TC-NER|REACTOME|https://reactome.org
r-hsa-113510|pathway|E2F mediated regulation of DNA replication|REACTOME|https://reactome.org
r-hsa-113507|pathway|E2F-enabled inhibition of pre-replication complex formation|REACTOME|https://reactome.org
r-hsa-8866654|pathway|E3 ubiquitin ligases ubiquitinate target proteins|REACTOME|https://reactome.org
r-hsa-3000178|pathway|ECM proteoglycans|REACTOME|https://reactome.org
r-hsa-2179392|pathway|EGFR Transactivation by Gastrin|REACTOME|https://reactome.org
r-hsa-182971|pathway|EGFR downregulation|REACTOME|https://reactome.org
r-hsa-212718|pathway|EGFR interacts with phospholipase C-gamma|REACTOME|https://reactome.org
r-hsa-9619665|pathway|EGR2 and SOX10-mediated initiation of Schwann cell myelination|REACTOME|https://reactome.org
r-hsa-9648025|pathway|EML4 and NUDC in mitotic spindle formation|REACTOME|https://reactome.org
r-hsa-2682334|pathway|EPH-Ephrin signaling|REACTOME|https://reactome.org
r-hsa-3928665|pathway|EPH-ephrin mediated repulsion of cells|REACTOME|https://reactome.org
r-hsa-3928663|pathway|EPHA-mediated growth cone collapse|REACTOME|https://reactome.org
r-hsa-3928662|pathway|EPHB-mediated forward signaling|REACTOME|https://reactome.org
r-hsa-901032|pathway|ER Quality Control Compartment (ERQC)|REACTOME|https://reactome.org
r-hsa-199977|pathway|ER to Golgi Anterograde Transport|REACTOME|https://reactome.org
r-hsa-1236974|pathway|ER-Phagosome pathway|REACTOME|https://reactome.org
r-hsa-8847993|pathway|ERBB2 Activates PTK6 Signaling|REACTOME|https://reactome.org
r-hsa-6785631|pathway|ERBB2 Regulates Cell Motility|REACTOME|https://reactome.org
r-hsa-427389|pathway|ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression|REACTOME|https://reactome.org
r-hsa-198753|pathway|ERK/MAPK targets|REACTOME|https://reactome.org
r-hsa-202670|pathway|ERKs are inactivated|REACTOME|https://reactome.org
r-hsa-8939211|pathway|ESR-mediated signaling|REACTOME|https://reactome.org
r-hsa-162594|pathway|Early Phase of HIV Life Cycle|REACTOME|https://reactome.org
r-hsa-9772572|pathway|Early SARS-CoV-2 Infection Events|REACTOME|https://reactome.org
r-hsa-114508|pathway|Effects of PIP2 hydrolysis|REACTOME|https://reactome.org
r-hsa-391903|pathway|Eicosanoid ligand-binding receptors|REACTOME|https://reactome.org
r-hsa-211979|pathway|Eicosanoids|REACTOME|https://reactome.org
r-hsa-1566948|pathway|Elastic fibre formation|REACTOME|https://reactome.org
r-hsa-112303|pathway|Electric Transmission Across Gap Junctions|REACTOME|https://reactome.org
r-hsa-2395516|pathway|Electron transport from NADPH to Ferredoxin|REACTOME|https://reactome.org
r-hsa-139853|pathway|Elevation of cytosolic Ca2+ levels|REACTOME|https://reactome.org
r-hsa-211976|pathway|Endogenous sterols|REACTOME|https://reactome.org
r-hsa-917729|pathway|Endosomal Sorting Complex Required For Transport (ESCRT)|REACTOME|https://reactome.org
r-hsa-1236977|pathway|Endosomal/Vacuolar pathway|REACTOME|https://reactome.org
r-hsa-380972|pathway|Energy dependent regulation of mTOR by LKB1-AMPK|REACTOME|https://reactome.org
r-hsa-168275|pathway|Entry of Influenza Virion into Host Cell via Endocytosis|REACTOME|https://reactome.org
r-hsa-379398|pathway|Enzymatic degradation of Dopamine by monoamine oxidase|REACTOME|https://reactome.org
r-hsa-379397|pathway|Enzymatic degradation of dopamine by COMT|REACTOME|https://reactome.org
r-hsa-3928664|pathway|Ephrin signaling|REACTOME|https://reactome.org
r-hsa-212165|pathway|Epigenetic regulation of gene expression|REACTOME|https://reactome.org
r-hsa-9758919|pathway|Epithelial-Mesenchymal Transition (EMT) during gastrulation|REACTOME|https://reactome.org
r-hsa-1237044|pathway|Erythrocytes take up carbon dioxide and release oxygen|REACTOME|https://reactome.org
r-hsa-1247673|pathway|Erythrocytes take up oxygen and release carbon dioxide|REACTOME|https://reactome.org
r-hsa-9027276|pathway|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|REACTOME|https://reactome.org
r-hsa-9027277|pathway|Erythropoietin activates Phospholipase C gamma (PLCG)|REACTOME|https://reactome.org
r-hsa-9027284|pathway|Erythropoietin activates RAS|REACTOME|https://reactome.org
r-hsa-9027283|pathway|Erythropoietin activates STAT5|REACTOME|https://reactome.org
r-hsa-9637679|pathway|Escape of Mtb from the phagocyte|REACTOME|https://reactome.org
r-hsa-5657562|pathway|Essential fructosuria|REACTOME|https://reactome.org
r-hsa-5662853|pathway|Essential pentosuria|REACTOME|https://reactome.org
r-hsa-2468052|pathway|Establishment of Sister Chromatid Cohesion|REACTOME|https://reactome.org
r-hsa-193144|pathway|Estrogen biosynthesis|REACTOME|https://reactome.org
r-hsa-9018519|pathway|Estrogen-dependent gene expression|REACTOME|https://reactome.org
r-hsa-9634638|pathway|Estrogen-dependent nuclear events downstream of ESR-membrane signaling|REACTOME|https://reactome.org
r-hsa-9634635|pathway|Estrogen-stimulated signaling through PRKCZ|REACTOME|https://reactome.org
r-hsa-71384|pathway|Ethanol oxidation|REACTOME|https://reactome.org
r-hsa-156842|pathway|Eukaryotic Translation Elongation|REACTOME|https://reactome.org
r-hsa-72613|pathway|Eukaryotic Translation Initiation|REACTOME|https://reactome.org
r-hsa-72764|pathway|Eukaryotic Translation Termination|REACTOME|https://reactome.org
r-hsa-9630791|pathway|Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4|REACTOME|https://reactome.org
r-hsa-9630794|pathway|Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6|REACTOME|https://reactome.org
r-hsa-9646303|pathway|Evasion of Oncogene Induced Senescence Due to p14ARF Defects|REACTOME|https://reactome.org
r-hsa-9630750|pathway|Evasion of Oncogene Induced Senescence Due to p16INK4A Defects|REACTOME|https://reactome.org
r-hsa-9632697|pathway|Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4|REACTOME|https://reactome.org
r-hsa-9632700|pathway|Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6|REACTOME|https://reactome.org
r-hsa-9646304|pathway|Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects|REACTOME|https://reactome.org
r-hsa-9632693|pathway|Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects|REACTOME|https://reactome.org
r-hsa-8941413|pathway|Events associated with phagocytolytic activity of PMN cells|REACTOME|https://reactome.org
r-hsa-168274|pathway|Export of Viral Ribonucleoproteins from Nucleus|REACTOME|https://reactome.org
r-hsa-9036866|pathway|Expression and Processing of Neurotrophins|REACTOME|https://reactome.org
r-hsa-9752946|pathway|Expression and translocation of olfactory receptors|REACTOME|https://reactome.org
r-hsa-180786|pathway|Extension of Telomeres|REACTOME|https://reactome.org
r-hsa-9009391|pathway|Extra-nuclear estrogen signaling|REACTOME|https://reactome.org
r-hsa-1474244|pathway|Extracellular matrix organization|REACTOME|https://reactome.org
r-hsa-140834|pathway|Extrinsic Pathway of Fibrin Clot Formation|REACTOME|https://reactome.org
r-hsa-8854050|pathway|FBXL7 down-regulates AURKA during mitotic entry and in early mitosis|REACTOME|https://reactome.org
r-hsa-2644605|pathway|FBXW7 Mutants and NOTCH1 in Cancer|REACTOME|https://reactome.org
r-hsa-2871809|pathway|FCERI mediated Ca+2 mobilization|REACTOME|https://reactome.org
r-hsa-2871796|pathway|FCERI mediated MAPK activation|REACTOME|https://reactome.org
r-hsa-2871837|pathway|FCERI mediated NF-kB activation|REACTOME|https://reactome.org
r-hsa-2029481|pathway|FCGR activation|REACTOME|https://reactome.org
r-hsa-9664323|pathway|FCGR3A-mediated IL10 synthesis|REACTOME|https://reactome.org
r-hsa-9664422|pathway|FCGR3A-mediated phagocytosis|REACTOME|https://reactome.org
r-hsa-190242|pathway|FGFR1 ligand binding and activation|REACTOME|https://reactome.org
r-hsa-1839124|pathway|FGFR1 mutant receptor activation|REACTOME|https://reactome.org
r-hsa-190370|pathway|FGFR1b ligand binding and activation|REACTOME|https://reactome.org
r-hsa-190374|pathway|FGFR1c and Klotho ligand binding and activation|REACTOME|https://reactome.org
r-hsa-190373|pathway|FGFR1c ligand binding and activation|REACTOME|https://reactome.org
r-hsa-6803529|pathway|FGFR2 alternative splicing|REACTOME|https://reactome.org
r-hsa-190241|pathway|FGFR2 ligand binding and activation|REACTOME|https://reactome.org
r-hsa-1839126|pathway|FGFR2 mutant receptor activation|REACTOME|https://reactome.org
r-hsa-190377|pathway|FGFR2b ligand binding and activation|REACTOME|https://reactome.org
r-hsa-190375|pathway|FGFR2c ligand binding and activation|REACTOME|https://reactome.org
r-hsa-190239|pathway|FGFR3 ligand binding and activation|REACTOME|https://reactome.org
r-hsa-2033514|pathway|FGFR3 mutant receptor activation|REACTOME|https://reactome.org
r-hsa-190371|pathway|FGFR3b ligand binding and activation|REACTOME|https://reactome.org
r-hsa-190372|pathway|FGFR3c ligand binding and activation|REACTOME|https://reactome.org
r-hsa-190322|pathway|FGFR4 ligand binding and activation|REACTOME|https://reactome.org
r-hsa-1839128|pathway|FGFR4 mutant receptor activation|REACTOME|https://reactome.org
r-hsa-5658623|pathway|FGFRL1 modulation of FGFR1 signaling|REACTOME|https://reactome.org
r-hsa-9607240|pathway|FLT3 Signaling|REACTOME|https://reactome.org
r-hsa-9702509|pathway|FLT3 mutants bind TKIs|REACTOME|https://reactome.org
r-hsa-9706377|pathway|FLT3 signaling by CBL mutants|REACTOME|https://reactome.org
r-hsa-9682385|pathway|FLT3 signaling in disease|REACTOME|https://reactome.org
r-hsa-9706374|pathway|FLT3 signaling through SRC family kinases|REACTOME|https://reactome.org
r-hsa-217271|pathway|FMO oxidises nucleophiles|REACTOME|https://reactome.org
r-hsa-9614085|pathway|FOXO-mediated transcription|REACTOME|https://reactome.org
r-hsa-9617828|pathway|FOXO-mediated transcription of cell cycle genes|REACTOME|https://reactome.org
r-hsa-9614657|pathway|FOXO-mediated transcription of cell death genes|REACTOME|https://reactome.org
r-hsa-9615017|pathway|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes|REACTOME|https://reactome.org
r-hsa-5654693|pathway|FRS-mediated FGFR1 signaling|REACTOME|https://reactome.org
