# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:Q9UJU2	ENSEMBL:ENSG00000138795|ENSEMBL:ENSP00000265165|ENSEMBL:ENSP00000406176|ENSEMBL:ENSP00000422840|ENSEMBL:ENSP00000369284|ENSEMBL:ENSP00000422334|ENSEMBL:ENST00000438313|ENSEMBL:ENST00000265165|ENSEMBL:ENST00000506680|ENSEMBL:ENST00000379951|ENSEMBL:ENST00000510624	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:P36402	ENSEMBL:ENSG00000081059|ENSEMBL:ENSP00000340347|ENSEMBL:ENSP00000430179|ENSEMBL:ENSP00000378469|ENSEMBL:ENSP00000429547|ENSEMBL:ENSP00000367822|ENSEMBL:ENST00000378560|ENSEMBL:ENST00000520958|ENSEMBL:ENST00000342854|ENSEMBL:ENST00000395023|ENSEMBL:ENST00000518915	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:Q9HCS4	ENSEMBL:ENST00000282111|ENSEMBL:ENST00000709854|ENSEMBL:ENSP00000517899|ENSEMBL:ENSP00000282111|ENSEMBL:ENSG00000292149|ENSEMBL:ENSG00000152284	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:Q96ST3	ENSEMBL:ENST00000394949|ENSEMBL:ENST00000565264|ENSEMBL:ENST00000394947|ENSEMBL:ENSG00000169375|ENSEMBL:ENSP00000455204|ENSEMBL:ENSP00000378403|ENSEMBL:ENSP00000353622|ENSEMBL:ENSP00000515834|ENSEMBL:ENSP00000454296|ENSEMBL:ENSP00000378402|ENSEMBL:ENST00000360439|ENSEMBL:ENST00000704312|ENSEMBL:ENST00000564778	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	reactome:R-HSA-8853953	ENSEMBL:ENSG00000110092	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:P49773	ENSEMBL:ENSG00000169567|ENSEMBL:ENSP00000304229|ENSEMBL:ENST00000304043	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:Q9NQB0	ENSEMBL:ENSG00000148737|ENSEMBL:ENSP00000347949|ENSEMBL:ENSP00000348274|ENSEMBL:ENSP00000486891|ENSEMBL:ENSP00000358404|ENSEMBL:ENSP00000344823|ENSEMBL:ENSP00000446172|ENSEMBL:ENST00000627217|ENSEMBL:ENST00000352065|ENSEMBL:ENST00000369397|ENSEMBL:ENST00000355995|ENSEMBL:ENST00000355717|ENSEMBL:ENST00000538897	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q13547	ENSEMBL:ENSG00000116478|ENSEMBL:ENST00000373548|ENSEMBL:ENSP00000362649	-	uniprotkb:P35222	ENSEMBL:ENSG00000168036|ENSEMBL:ENST00000643297|ENSEMBL:ENST00000405570|ENSEMBL:ENST00000643541|ENSEMBL:ENST00000450969|ENSEMBL:ENST00000433400|ENSEMBL:ENST00000645982|ENSEMBL:ENST00000642426|ENSEMBL:ENST00000645210|ENSEMBL:ENST00000647390|ENSEMBL:ENST00000646725|ENSEMBL:ENST00000645320|ENSEMBL:ENST00000642992|ENSEMBL:ENST00000642248|ENSEMBL:ENST00000644867|ENSEMBL:ENST00000647413|ENSEMBL:ENST00000643031|ENSEMBL:ENST00000396185|ENSEMBL:ENST00000643977|ENSEMBL:ENST00000643992|ENSEMBL:ENST00000349496|ENSEMBL:ENST00000431914|ENSEMBL:ENST00000396183|ENSEMBL:ENST00000646369|ENSEMBL:ENST00000642315|ENSEMBL:ENST00000441708|ENSEMBL:ENSP00000495992|ENSEMBL:ENSP00000494677|ENSEMBL:ENSP00000401599|ENSEMBL:ENSP00000496021|ENSEMBL:ENSP00000495076|ENSEMBL:ENSP00000495450|ENSEMBL:ENSP00000495244|ENSEMBL:ENSP00000387455|ENSEMBL:ENSP00000494914|ENSEMBL:ENSP00000494053|ENSEMBL:ENSP00000493583|ENSEMBL:ENSP00000409302|ENSEMBL:ENSP00000412219|ENSEMBL:ENSP00000496385|ENSEMBL:ENSP00000493533|ENSEMBL:ENSP00000379486|ENSEMBL:ENSP00000493610|ENSEMBL:ENSP00000385604|ENSEMBL:ENSP00000496180|ENSEMBL:ENSP00000344456|ENSEMBL:ENSP00000494845|ENSEMBL:ENSP00000495719|ENSEMBL:ENSP00000494411|ENSEMBL:ENSP00000495360|ENSEMBL:ENSP00000379488	-	physical association	reactome:R-HSA-9858619	22647378
uniprotkb:Q14527	ENSEMBL:ENSG00000071794|ENSEMBL:ENSP00000420429|ENSEMBL:ENSP00000308944|ENSEMBL:ENSP00000376644|ENSEMBL:ENST00000392912|ENSEMBL:ENST00000494055|ENSEMBL:ENST00000310053	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	uniprotkb:P63146	ENSEMBL:ENST00000265339|ENSEMBL:ENSP00000265339|ENSEMBL:ENSG00000119048	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:P61088	ENSEMBL:ENSP00000316176|ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:Q15819	ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:Q14527	ENSEMBL:ENSG00000071794|ENSEMBL:ENSP00000420429|ENSEMBL:ENSP00000308944|ENSEMBL:ENSP00000376644|ENSEMBL:ENST00000392912|ENSEMBL:ENST00000494055|ENSEMBL:ENST00000310053	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	uniprotkb:Q9NS91	ENSEMBL:ENST00000264926|ENSEMBL:ENSP00000264926|ENSEMBL:ENSG00000070950	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	uniprotkb:Q9NS91	ENSEMBL:ENST00000264926|ENSEMBL:ENSP00000264926|ENSEMBL:ENSG00000070950	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:Q15819	ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:P61088	ENSEMBL:ENSP00000316176|ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889	-	uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:P12004	ENSEMBL:ENSG00000132646|ENSEMBL:ENST00000379160|ENSEMBL:ENST00000379143|ENSEMBL:ENSP00000368458|ENSEMBL:ENSP00000368438	-	uniprotkb:P63146	ENSEMBL:ENST00000265339|ENSEMBL:ENSP00000265339|ENSEMBL:ENSG00000119048	-	physical association	reactome:R-HSA-8943053	18719106|19723507|18316726|18719106|19723507|18316726|18719106|19723507|18316726|18719106|18719106|18719106|19723507|19723507|19723507|18316726|18316726|18316726
uniprotkb:Q06830	ENSEMBL:ENSG00000117450|ENSEMBL:ENSP00000262746|ENSEMBL:ENSP00000407034|ENSEMBL:ENSP00000361152|ENSEMBL:ENSP00000503140|ENSEMBL:ENSP00000389047|ENSEMBL:ENST00000676549|ENSEMBL:ENST00000262746|ENSEMBL:ENST00000319248|ENSEMBL:ENST00000424390|ENSEMBL:ENST00000447184	-	uniprotkb:Q06830	ENSEMBL:ENSG00000117450|ENSEMBL:ENSP00000262746|ENSEMBL:ENSP00000407034|ENSEMBL:ENSP00000361152|ENSEMBL:ENSP00000503140|ENSEMBL:ENSP00000389047|ENSEMBL:ENST00000676549|ENSEMBL:ENST00000262746|ENSEMBL:ENST00000319248|ENSEMBL:ENST00000424390|ENSEMBL:ENST00000447184	-	physical association	reactome:R-HSA-5631882	12161445|12714747|15105503
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P68431	ENSEMBL:ENSG00000197153|ENSEMBL:ENST00000614911|ENSEMBL:ENST00000685041|ENSEMBL:ENST00000618052|ENSEMBL:ENST00000614378|ENSEMBL:ENST00000621411|ENSEMBL:ENST00000356476|ENSEMBL:ENST00000359303|ENSEMBL:ENST00000612966|ENSEMBL:ENST00000369163|ENSEMBL:ENST00000634733|ENSEMBL:ENST00000616365|ENSEMBL:ENST00000613854|ENSEMBL:ENSP00000509120|ENSEMBL:ENSP00000358160|ENSEMBL:ENSP00000352252|ENSEMBL:ENSP00000480826|ENSEMBL:ENSP00000482271|ENSEMBL:ENSP00000483283|ENSEMBL:ENSP00000484841|ENSEMBL:ENSP00000366999|ENSEMBL:ENSP00000484658|ENSEMBL:ENSP00000484095|ENSEMBL:ENSP00000489282|ENSEMBL:ENSP00000484638|ENSEMBL:ENSG00000275379|ENSEMBL:ENSG00000277775|ENSEMBL:ENSG00000286522|ENSEMBL:ENSG00000197409|ENSEMBL:ENSG00000278828|ENSEMBL:ENSG00000273983|ENSEMBL:ENSG00000287080|ENSEMBL:ENSG00000275714|ENSEMBL:ENSG00000274750	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	reactome:R-HSA-5617497	ENSEMBL:ENSG00000105996	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	reactome:R-HSA-5617497	ENSEMBL:ENSG00000105996	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P62805	ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000578186|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000355057|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000347168|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000479794|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000273542|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000278705	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:O15550	ENSEMBL:ENSG00000147050|ENSEMBL:ENSP00000367203|ENSEMBL:ENST00000377967	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-6810133	17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|17428788|17185360|17761849|24174538|24174538|24174538|17428788|17428788|17428788|25913784|25913784|25913784|17185360|17185360|17185360|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:P84243	ENSEMBL:ENSG00000163041|ENSEMBL:ENST00000589599|ENSEMBL:ENST00000366813|ENSEMBL:ENST00000666609|ENSEMBL:ENST00000587560|ENSEMBL:ENST00000254810|ENSEMBL:ENST00000586607|ENSEMBL:ENST00000655399|ENSEMBL:ENST00000366815|ENSEMBL:ENST00000366816|ENSEMBL:ENST00000661429|ENSEMBL:ENSP00000468714|ENSEMBL:ENSP00000355781|ENSEMBL:ENSP00000499385|ENSEMBL:ENSP00000254810|ENSEMBL:ENSP00000465813|ENSEMBL:ENSP00000355780|ENSEMBL:ENSP00000499275|ENSEMBL:ENSP00000466020|ENSEMBL:ENSP00000355778|ENSEMBL:ENSP00000499800|ENSEMBL:ENSG00000132475	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
uniprotkb:Q8NEZ4	ENSEMBL:ENSG00000055609|ENSEMBL:ENSP00000262189|ENSEMBL:ENSP00000507485|ENSEMBL:ENST00000682283|ENSEMBL:ENST00000262189	-	uniprotkb:Q71DI3	ENSEMBL:ENSG00000183598|ENSEMBL:ENST00000331491|ENSEMBL:ENST00000403683|ENSEMBL:ENST00000369158|ENSEMBL:ENSP00000358154|ENSEMBL:ENSP00000385479|ENSEMBL:ENSP00000333277|ENSEMBL:ENSG00000203811|ENSEMBL:ENSG00000203852	-	physical association	reactome:R-HSA-6810160	25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|25135475|17851529|17185360|17761849|24174538|24174538|24174538|24174538|25135475|25135475|25135475|25135475|17851529|17851529|17851529|17851529|17185360|17185360|17185360|17185360|17761849|17761849|17761849|17761849
