biological_context|label|score|source|source_id|source_type|source_url|target_id|target_type
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0001654|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CL_2000044|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CL_2000043|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CL_0002262|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0003665|associated_with|0.143278075322642|PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0050119|associated_with|0.986411471347116|PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
CLO_0007606|associated_with|0.154862931593374|PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000110002|gene
UBERON_0000473|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0001654|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CL_2000044|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CL_2000043|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CL_0002262|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0003665|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0050119|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
CLO_0007606|associated_with||PEREGRINE|SO_chr11_124276186_124276576_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000197849|gene
UBERON_0002046|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CL_2000044|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CL_2000043|associated_with||PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0003665|associated_with|0.140025120718962|PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0050119|associated_with|0.0538091225024068|PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0007606|associated_with|0.153745556727802|PEREGRINE|SO_chr11_124588875_124589257_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000064199|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
EFO_0001188|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0004307|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0050119|associated_with|0.0604211377909762|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0003665|associated_with|0.0326189843745878|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0007606|associated_with|0.0586449597655713|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154134|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
BTO_0005775|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0003665|associated_with|0.0326189843745878|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0050119|associated_with|0.0604211377909762|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0007606|associated_with|0.0586256054985637|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000019102|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0022851|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
EFO_0001188|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0004307|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0006951|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0050119|associated_with|0.268769289232423|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
BTO_0005775|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0003665|associated_with|0.0405355680992295|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0007606|associated_with|0.142623216061422|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000149564|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0001654|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CL_2000044|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CL_2000043|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CL_0002262|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0022851|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0050119|associated_with|0.0604211377909762|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0003665|associated_with|0.0326189843745878|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0007606|associated_with|0.0586008092205339|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154143|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0022851|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0050119|associated_with|0.268769289232423|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0003665|associated_with|0.0417758228394342|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0007606|associated_with|0.142638128398598|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000120458|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0008877|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0037076|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0009047|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0009054|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0009058|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0009251|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0001654|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0002785|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CL_0002603|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CL_2000044|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CL_2000043|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CL_2000091|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CL_0002262|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0022851|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0050119|associated_with|0.268769289232423|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0003665|associated_with|0.0413675366658717|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0007606|associated_with|0.142568318954962|PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154144|gene
CLO_0001601|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154146|gene
CLO_0002177|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154146|gene
CLO_0003434|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154146|gene
CLO_0007366|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154146|gene
CLO_0008089|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154146|gene
CLO_0008381|associated_with||PEREGRINE|SO_chr11_124644350_124644652_GRCh38|enhancer|https://www.peregrineproj.org/|ensg00000154146|gene
