chr|end|id|source|source_url|start
chr12|62192801|CHR12_62192742_62192801_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|62192742
chr12|62260202|CHR12_62260143_62260202_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|62260143
chr12|62260414|CHR12_62260355_62260414_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|62260355
chr12|62466836|CHR12_62466777_62466836_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|62466777
chr12|62935090|CHR12_62935031_62935090_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|62935031
chr12|62935199|CHR12_62935140_62935199_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|62935140
chr12|63151250|CHR12_63151191_63151250_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63151191
chr12|63152244|CHR12_63152185_63152244_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63152185
chr12|63668560|CHR12_63668501_63668560_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63668501
chr12|63779919|CHR12_63779860_63779919_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63779860
chr12|63780125|CHR12_63780066_63780125_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63780066
chr12|63798174|CHR12_63798115_63798174_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63798115
chr12|63844100|CHR12_63844041_63844100_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63844041
chr12|63844259|CHR12_63844200_63844259_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63844200
chr12|63844711|CHR12_63844652_63844711_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|63844652
chr12|64222320|CHR12_64222261_64222320_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64222261
chr12|64222589|CHR12_64222530_64222589_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64222530
chr12|64390758|CHR12_64390699_64390758_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64390699
chr12|64451926|CHR12_64451867_64451926_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64451867
chr12|64452148|CHR12_64452089_64452148_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64452089
chr12|64610505|CHR12_64610446_64610505_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64610446
chr12|64752962|CHR12_64752903_64752962_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64752903
chr12|64759455|CHR12_64759396_64759455_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64759396
chr12|64759506|CHR12_64759447_64759506_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64759447
chr12|64780765|CHR12_64780706_64780765_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64780706
chr12|64781081|CHR12_64781022_64781081_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64781022
chr12|64824677|CHR12_64824618_64824677_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|64824618
chr12|65121354|CHR12_65121295_65121354_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65121295
chr12|65121610|CHR12_65121551_65121610_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65121551
chr12|65169593|CHR12_65169534_65169593_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65169534
chr12|65278710|CHR12_65278651_65278710_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65278651
chr12|65823646|CHR12_65823587_65823646_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65823587
chr12|65823984|CHR12_65823925_65823984_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65823925
chr12|65824239|CHR12_65824180_65824239_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65824180
chr12|65824493|CHR12_65824434_65824493_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65824434
chr12|65824843|CHR12_65824784_65824843_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65824784
chr12|65825109|CHR12_65825050_65825109_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|65825050
chr12|66129046|CHR12_66128987_66129046_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66128987
chr12|66130798|CHR12_66130739_66130798_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66130739
chr12|66130871|CHR12_66130812_66130871_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66130812
chr12|66138817|CHR12_66138758_66138817_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66138758
chr12|66170035|CHR12_66169976_66170035_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66169976
chr12|66189301|CHR12_66189242_66189301_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66189242
chr12|66302511|CHR12_66302452_66302511_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66302452
chr12|66679026|CHR12_66678967_66679026_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|66678967
chr12|67069385|CHR12_67069326_67069385_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|67069326
chr12|67069662|CHR12_67069603_67069662_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|67069603
chr12|67269368|CHR12_67269309_67269368_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|67269309
chr12|67269651|CHR12_67269592_67269651_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|67269592
chr12|67648770|CHR12_67648711_67648770_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|67648711
chr12|68159789|CHR12_68159730_68159789_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68159730
chr12|68225921|CHR12_68225862_68225921_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68225862
chr12|68253653|CHR12_68253594_68253653_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68253594
chr12|68332411|CHR12_68332352_68332411_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68332352
chr12|68610935|CHR12_68610876_68610935_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68610876
chr12|68611091|CHR12_68611032_68611091_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68611032
chr12|68686997|CHR12_68686938_68686997_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68686938
chr12|68746186|CHR12_68746127_68746186_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68746127
chr12|68808189|CHR12_68808130_68808189_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68808130
chr12|68808458|CHR12_68808399_68808458_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68808399
chr12|68809034|CHR12_68808975_68809034_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68808975
chr12|68809256|CHR12_68809197_68809256_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68809197
chr12|68933220|CHR12_68933161_68933220_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68933161
chr12|68963314|CHR12_68963255_68963314_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|68963255
chr12|69239582|CHR12_69239523_69239582_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69239523
chr12|69348391|CHR12_69348332_69348391_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69348332
chr12|69359761|CHR12_69359702_69359761_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69359702
chr12|69470430|CHR12_69470371_69470430_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69470371
chr12|69544107|CHR12_69544048_69544107_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69544048
chr12|69585469|CHR12_69585410_69585469_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69585410
chr12|69689252|CHR12_69689193_69689252_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69689193
chr12|69699352|CHR12_69699293_69699352_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69699293
chr12|69738907|CHR12_69738848_69738907_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69738848
chr12|69739400|CHR12_69739341_69739400_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69739341
chr12|69778990|CHR12_69778931_69778990_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69778931
chr12|69801641|CHR12_69801582_69801641_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69801582
chr12|69820076|CHR12_69820017_69820076_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|69820017
chr12|70180357|CHR12_70180298_70180357_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70180298
chr12|70243040|CHR12_70242981_70243040_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70242981
chr12|70243443|CHR12_70243384_70243443_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70243384
chr12|70243758|CHR12_70243699_70243758_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70243699
chr12|70366300|CHR12_70366241_70366300_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70366241
chr12|70366461|CHR12_70366402_70366461_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70366402
chr12|70609853|CHR12_70609794_70609853_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70609794
chr12|70609982|CHR12_70609923_70609982_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70609923
chr12|70637471|CHR12_70637412_70637471_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70637412
chr12|70664692|CHR12_70664633_70664692_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70664633
chr12|70754657|CHR12_70754598_70754657_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70754598
chr12|70920781|CHR12_70920722_70920781_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|70920722
chr12|71157853|CHR12_71157794_71157853_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71157794
chr12|71158048|CHR12_71157989_71158048_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71157989
chr12|71439808|CHR12_71439749_71439808_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71439749
chr12|71440048|CHR12_71439989_71440048_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71439989
chr12|71440919|CHR12_71440860_71440919_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71440860
chr12|71663010|CHR12_71662951_71663010_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71662951
chr12|71663896|CHR12_71663837_71663896_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71663837
chr12|71664315|CHR12_71664256_71664315_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71664256
chr12|71686103|CHR12_71686044_71686103_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71686044
chr12|71686541|CHR12_71686482_71686541_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71686482
chr12|71754883|CHR12_71754824_71754883_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71754824
chr12|71839769|CHR12_71839710_71839769_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71839710
chr12|71938855|CHR12_71938796_71938855_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|71938796
chr12|72075667|CHR12_72075608_72075667_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|72075608
chr12|72087276|CHR12_72087217_72087276_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|72087217
chr12|72272690|CHR12_72272631_72272690_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|72272631
chr12|75208053|CHR12_75207994_75208053_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75207994
chr12|75209486|CHR12_75209427_75209486_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75209427
chr12|75209797|CHR12_75209738_75209797_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75209738
chr12|75334700|CHR12_75334641_75334700_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75334641
chr12|75390950|CHR12_75390891_75390950_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75390891
chr12|75391112|CHR12_75391053_75391112_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75391053
chr12|75480765|CHR12_75480706_75480765_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75480706
chr12|75511650|CHR12_75511591_75511650_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|75511591
chr12|76031644|CHR12_76031585_76031644_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76031585
chr12|76084734|CHR12_76084675_76084734_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76084675
chr12|76348464|CHR12_76348405_76348464_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76348405
chr12|76349187|CHR12_76349128_76349187_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76349128
chr12|76559585|CHR12_76559526_76559585_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76559526
chr12|76559820|CHR12_76559761_76559820_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76559761
chr12|76559950|CHR12_76559891_76559950_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76559891
chr12|76879066|CHR12_76879007_76879066_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|76879007
chr12|77065602|CHR12_77065543_77065602_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|77065543
chr12|77831249|CHR12_77831190_77831249_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|77831190
chr12|78863734|CHR12_78863675_78863734_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|78863675
chr12|78864003|CHR12_78863944_78864003_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|78863944
chr12|78864766|CHR12_78864707_78864766_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|78864707
chr12|79045705|CHR12_79045646_79045705_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|79045646
chr12|79691013|CHR12_79690954_79691013_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|79690954
chr12|79691147|CHR12_79691088_79691147_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|79691088
chr12|79691360|CHR12_79691301_79691360_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|79691301
chr12|79934978|CHR12_79934919_79934978_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|79934919
chr12|79935146|CHR12_79935087_79935146_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|79935087
chr12|80707531|CHR12_80707472_80707531_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|80707472
chr12|80707644|CHR12_80707585_80707644_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|80707585
chr12|80716922|CHR12_80716863_80716922_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|80716863
chr12|80937756|CHR12_80937697_80937756_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|80937697
chr12|80937983|CHR12_80937924_80937983_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|80937924
chr12|81077526|CHR12_81077467_81077526_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|81077467
chr12|81078089|CHR12_81078030_81078089_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|81078030
chr12|81758703|CHR12_81758644_81758703_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|81758644
chr12|81759396|CHR12_81759337_81759396_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|81759337
chr12|82358436|CHR12_82358377_82358436_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|82358377
chr12|82358539|CHR12_82358480_82358539_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|82358480
chr12|82358824|CHR12_82358765_82358824_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|82358765
chr12|82686531|CHR12_82686472_82686531_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|82686472
chr12|82686916|CHR12_82686857_82686916_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|82686857
chr12|82687474|CHR12_82687415_82687474_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|82687415
chr12|84894073|CHR12_84894014_84894073_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|84894014
chr12|84912812|CHR12_84912753_84912812_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|84912753
chr12|85036363|CHR12_85036304_85036363_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|85036304
chr12|85280108|CHR12_85280049_85280108_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|85280049
chr12|85280258|CHR12_85280199_85280258_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|85280199
chr12|85836255|CHR12_85836196_85836255_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|85836196
chr12|85836596|CHR12_85836537_85836596_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|85836537
chr12|85874305|CHR12_85874246_85874305_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|85874246
chr12|86199374|CHR12_86199315_86199374_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|86199315
chr12|86256434|CHR12_86256375_86256434_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|86256375
chr12|86838925|CHR12_86838866_86838925_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|86838866
chr12|88029418|CHR12_88029359_88029418_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|88029359
chr12|88035546|CHR12_88035487_88035546_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|88035487
chr12|88141079|CHR12_88141020_88141079_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|88141020
chr12|88142137|CHR12_88142078_88142137_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|88142078
chr12|88142317|CHR12_88142258_88142317_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|88142258
chr12|88580520|CHR12_88580461_88580520_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|88580461
chr12|89352546|CHR12_89352487_89352546_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89352487
chr12|89353724|CHR12_89353665_89353724_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89353665
chr12|89524808|CHR12_89524749_89524808_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89524749
chr12|89525479|CHR12_89525420_89525479_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89525420
chr12|89525669|CHR12_89525610_89525669_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89525610
chr12|89526073|CHR12_89526014_89526073_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89526014
chr12|89656107|CHR12_89656048_89656107_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89656048
chr12|89709386|CHR12_89709327_89709386_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|89709327
chr12|91005021|CHR12_91004962_91005021_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|91004962
chr12|91057973|CHR12_91057914_91057973_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|91057914
chr12|91111539|CHR12_91111480_91111539_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|91111480
chr12|91112105|CHR12_91112046_91112105_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|91112046
chr12|91179528|CHR12_91179469_91179528_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|91179469
chr12|91182366|CHR12_91182307_91182366_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|91182307
chr12|92145895|CHR12_92145836_92145895_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|92145836
chr12|92702999|CHR12_92702940_92702999_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|92702940
chr12|92929344|CHR12_92929285_92929344_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|92929285
chr12|93377936|CHR12_93377877_93377936_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93377877
chr12|93378600|CHR12_93378541_93378600_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93378541
chr12|93441996|CHR12_93441937_93441996_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93441937
chr12|93442280|CHR12_93442221_93442280_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93442221
chr12|93467527|CHR12_93467468_93467527_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93467468
chr12|93569858|CHR12_93569799_93569858_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93569799
chr12|93571050|CHR12_93570991_93571050_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93570991
chr12|93571335|CHR12_93571276_93571335_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93571276
chr12|93571870|CHR12_93571811_93571870_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93571811
chr12|93677388|CHR12_93677329_93677388_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|93677329
chr12|94148587|CHR12_94148528_94148587_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94148528
chr12|94148702|CHR12_94148643_94148702_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94148643
chr12|94262629|CHR12_94262570_94262629_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94262570
chr12|94425043|CHR12_94424984_94425043_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94424984
chr12|94459916|CHR12_94459857_94459916_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94459857
chr12|94460030|CHR12_94459971_94460030_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94459971
chr12|94460503|CHR12_94460444_94460503_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94460444
chr12|94616027|CHR12_94615968_94616027_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94615968
chr12|94650606|CHR12_94650547_94650606_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94650547
chr12|94818216|CHR12_94818157_94818216_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94818157
chr12|94871229|CHR12_94871170_94871229_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94871170
chr12|94873731|CHR12_94873672_94873731_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|94873672
chr12|95003743|CHR12_95003684_95003743_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95003684
chr12|95073594|CHR12_95073535_95073594_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95073535
chr12|95081465|CHR12_95081406_95081465_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95081406
chr12|95217458|CHR12_95217399_95217458_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95217399
chr12|95217821|CHR12_95217762_95217821_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95217762
chr12|95231417|CHR12_95231358_95231417_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95231358
chr12|95474165|CHR12_95474106_95474165_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95474106
chr12|95548287|CHR12_95548228_95548287_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95548228
chr12|95548847|CHR12_95548788_95548847_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95548788
chr12|95551427|CHR12_95551368_95551427_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95551368
chr12|95790353|CHR12_95790294_95790353_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95790294
chr12|95790665|CHR12_95790606_95790665_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95790606
chr12|95790812|CHR12_95790753_95790812_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95790753
chr12|95791199|CHR12_95791140_95791199_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95791140
chr12|95858975|CHR12_95858916_95858975_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95858916
chr12|95918741|CHR12_95918682_95918741_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95918682
chr12|95942663|CHR12_95942604_95942663_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95942604
chr12|95943074|CHR12_95943015_95943074_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|95943015
