tad,genelist
609|chr12|53800000|54550000,HOXC13|Ensembl:ENSG00000123364|HGNC:HOXC13;HOXC12|Ensembl:ENSG00000123407|HGNC:HOXC12;HOXC11|Ensembl:ENSG00000123388|HGNC:HOXC11;HOXC10|Ensembl:ENSG00000180818|HGNC:HOXC10;HOXC6|Ensembl:ENSG00000197757|HGNC:HOXC6;HOXC9|Ensembl:ENSG00000180806|HGNC:HOXC9;HOXC8|Ensembl:ENSG00000037965|HGNC:HOXC8;HOXC4|Ensembl:ENSG00000198353|HGNC:HOXC4;HOXC5|Ensembl:ENSG00000172789|HGNC:HOXC5;SMUG1|Ensembl:ENSG00000123415|HGNC:SMUG1;CBX5|Ensembl:ENSG00000094916|HGNC:CBX5;HNRNPA1|Ensembl:ENSG00000135486|HGNC:HNRNPA1;NFE2|Ensembl:ENSG00000123405|HGNC:NFE2;COPZ1|Ensembl:ENSG00000111481|HGNC:COPZ1;GPR84|Ensembl:ENSG00000139572|HGNC:GPR84;ZNF385A|Ensembl:ENSG00000161642|HGNC:ZNF385A;ITGA5|Ensembl:ENSG00000161638|HGNC:ITGA5;GTSF1|Ensembl:ENSG00000170627|HGNC:GTSF1;NCKAP1L|Ensembl:ENSG00000123338|HGNC:NCKAP1L;PDE1B|Ensembl:ENSG00000123360|HGNC:PDE1B
612|chr12|55750000|56650000,GDF11|Ensembl:ENSG00000135414|HGNC:GDF11;SARNP|Ensembl:ENSG00000205323|HGNC:SARNP;ORMDL2|Ensembl:ENSG00000123353|HGNC:ORMDL2;DNAJC14|Ensembl:ENSG00000135392|HGNC:DNAJC14;MMP19|Ensembl:ENSG00000123342|HGNC:MMP19;PYM1|Ensembl:ENSG00000170473|HGNC:PYM1;DGKA|Ensembl:ENSG00000065357|HGNC:DGKA;PMEL|Ensembl:ENSG00000185664|HGNC:PMEL;CDK2|Ensembl:ENSG00000123374|HGNC:CDK2;RAB5B|Ensembl:ENSG00000111540|HGNC:RAB5B;SUOX|Ensembl:ENSG00000139531|HGNC:SUOX;IKZF4|Ensembl:ENSG00000123411|HGNC:IKZF4;RPS26|Ensembl:ENSG00000197728|HGNC:RPS26;ERBB3|Ensembl:ENSG00000065361|HGNC:ERBB3;PA2G4|Ensembl:ENSG00000170515|HGNC:PA2G4;RPL41|Ensembl:ENSG00000229117|HGNC:RPL41;ESYT1|Ensembl:ENSG00000139641|HGNC:ESYT1;ZC3H10|Ensembl:ENSG00000135482|HGNC:ZC3H10;MYL6B|Ensembl:ENSG00000196465|HGNC:MYL6B;MYL6|Ensembl:ENSG00000092841|HGNC:MYL6;SMARCC2|Ensembl:ENSG00000139613|HGNC:SMARCC2;RNF41|Ensembl:ENSG00000181852|HGNC:RNF41;NABP2|Ensembl:ENSG00000139579|HGNC:NABP2;SLC39A5|Ensembl:ENSG00000139540|HGNC:SLC39A5;ANKRD52|Ensembl:ENSG00000139645|HGNC:ANKRD52;COQ10A|Ensembl:ENSG00000135469|HGNC:COQ10A;CS|Ensembl:ENSG00000062485|HGNC:CS;CNPY2|Ensembl:ENSG00000257727|HGNC:CNPY2;PAN2|Ensembl:ENSG00000135473|HGNC:PAN2;IL23A|Ensembl:ENSG00000110944|HGNC:IL23A;STAT2|Ensembl:ENSG00000170581|HGNC:STAT2;APOF|Ensembl:ENSG00000175336|HGNC:APOF;TIMELESS|Ensembl:ENSG00000111602|HGNC:TIMELESS;MIP|Ensembl:ENSG00000135517|HGNC:MIP;SPRYD4|Ensembl:ENSG00000176422|HGNC:SPRYD4;GLS2|Ensembl:ENSG00000135423|HGNC:GLS2;RBMS2|Ensembl:ENSG00000076067|HGNC:RBMS2;BAZ2A|Ensembl:ENSG00000076108|HGNC:BAZ2A;ATP5F1B|Ensembl:ENSG00000110955|HGNC:ATP5F1B
613|chr12|56700000|57800000,NACA|Ensembl:ENSG00000196531|HGNC:NACA;PRIM1|Ensembl:ENSG00000198056|HGNC:PRIM1;HSD17B6|Ensembl:ENSG00000025423|HGNC:HSD17B6;SDR9C7|Ensembl:ENSG00000170426|HGNC:SDR9C7;RDH16|Ensembl:ENSG00000139547|HGNC:RDH16;GPR182|Ensembl:ENSG00000166856|HGNC:GPR182;ZBTB39|Ensembl:ENSG00000166860|HGNC:ZBTB39;TAC3|Ensembl:ENSG00000166863|HGNC:TAC3;MYO1A|Ensembl:ENSG00000166866|HGNC:MYO1A;NEMP1|Ensembl:ENSG00000166881|HGNC:NEMP1;NAB2|Ensembl:ENSG00000166886|HGNC:NAB2;STAT6|Ensembl:ENSG00000166888|HGNC:STAT6;LRP1|Ensembl:ENSG00000123384|HGNC:LRP1;NXPH4|Ensembl:ENSG00000182379|HGNC:NXPH4;SHMT2|Ensembl:ENSG00000182199|HGNC:SHMT2;NDUFA4L2|Ensembl:ENSG00000185633|HGNC:NDUFA4L2;STAC3|Ensembl:ENSG00000185482|HGNC:STAC3;R3HDM2|Ensembl:ENSG00000179912|HGNC:R3HDM2;INHBC|Ensembl:ENSG00000175189|HGNC:INHBC;INHBE|Ensembl:ENSG00000139269|HGNC:INHBE;GLI1|Ensembl:ENSG00000111087|HGNC:GLI1;ARHGAP9|Ensembl:ENSG00000123329|HGNC:ARHGAP9;MARS1|Ensembl:ENSG00000166986|HGNC:MARS1;DDIT3|Ensembl:ENSG00000175197|HGNC:DDIT3;MBD6|Ensembl:ENSG00000166987|HGNC:MBD6;DCTN2|Ensembl:ENSG00000175203|HGNC:DCTN2;KIF5A|Ensembl:ENSG00000155980|HGNC:KIF5A;PIP4K2C|Ensembl:ENSG00000166908|HGNC:PIP4K2C;DTX3|Ensembl:ENSG00000178498|HGNC:DTX3;ARHGEF25|Ensembl:ENSG00000240771|HGNC:ARHGEF25;B4GALNT1|Ensembl:ENSG00000135454|HGNC:B4GALNT1;OS9|Ensembl:ENSG00000135506|HGNC:OS9;AGAP2|Ensembl:ENSG00000135439|HGNC:AGAP2;TSPAN31|Ensembl:ENSG00000135452|HGNC:TSPAN31;CDK4|Ensembl:ENSG00000135446|HGNC:CDK4;MARCHF9|Ensembl:ENSG00000139266|HGNC:MARCHF9;CYP27B1|Ensembl:ENSG00000111012|HGNC:CYP27B1;METTL1|Ensembl:ENSG00000037897|HGNC:METTL1;EEF1AKMT3|Ensembl:ENSG00000123427|HGNC:EEF1AKMT3;TSFM|Ensembl:ENSG00000123297|HGNC:TSFM;AVIL|Ensembl:ENSG00000135407|HGNC:AVIL
630|chr12|69300000|69650000,LYZ|Ensembl:ENSG00000090382|HGNC:LYZ;YEATS4|Ensembl:ENSG00000127337|HGNC:YEATS4;FRS2|Ensembl:ENSG00000166225|HGNC:FRS2;CCT2|Ensembl:ENSG00000166226|HGNC:CCT2;LRRC10|Ensembl:ENSG00000198812|HGNC:LRRC10;BEST3|Ensembl:ENSG00000127325|HGNC:BEST3
657|chr12|95100000|95600000,FGD6|Ensembl:ENSG00000180263|HGNC:FGD6;VEZT|Ensembl:ENSG00000028203|HGNC:VEZT;METAP2|Ensembl:ENSG00000111142|HGNC:METAP2;USP44|Ensembl:ENSG00000136014|HGNC:USP44
661|chr12|98550000|99050000,TMPO|Ensembl:ENSG00000120802|HGNC:TMPO;SLC25A3|Ensembl:ENSG00000075415|HGNC:SLC25A3;IKBIP|Ensembl:ENSG00000166130|HGNC:IKBIP;APAF1|Ensembl:ENSG00000120868|HGNC:APAF1;ANKS1B|Ensembl:ENSG00000185046|HGNC:ANKS1B
670|chr12|106450000|107050000,POLR3B|Ensembl:ENSG00000013503|HGNC:POLR3B;RFX4|Ensembl:ENSG00000111783|HGNC:RFX4;RIC8B|Ensembl:ENSG00000111785|HGNC:RIC8B;TMEM263|Ensembl:ENSG00000151135|HGNC:TMEM263;MTERF2|Ensembl:ENSG00000120832|HGNC:MTERF2;CRY1|Ensembl:ENSG00000008405|HGNC:CRY1
686|chr12|120150000|121350000,GCN1|Ensembl:ENSG00000089154|HGNC:GCN1;RPLP0|Ensembl:ENSG00000089157|HGNC:RPLP0;PXN|Ensembl:ENSG00000089159|HGNC:PXN;SIRT4|Ensembl:ENSG00000089163|HGNC:SIRT4;PLA2G1B|Ensembl:ENSG00000170890|HGNC:PLA2G1B;MSI1|Ensembl:ENSG00000135097|HGNC:MSI1;COX6A1|Ensembl:ENSG00000111775|HGNC:COX6A1;TRIAP1|Ensembl:ENSG00000170855|HGNC:TRIAP1;GATC|Ensembl:ENSG00000257218|HGNC:GATC;SRSF9|Ensembl:ENSG00000111786|HGNC:SRSF9;DYNLL1|Ensembl:ENSG00000088986|HGNC:DYNLL1;COQ5|Ensembl:ENSG00000110871|HGNC:COQ5;RNF10|Ensembl:ENSG00000022840|HGNC:RNF10;POP5|Ensembl:ENSG00000167272|HGNC:POP5;CABP1|Ensembl:ENSG00000157782|HGNC:CABP1;MLEC|Ensembl:ENSG00000110917|HGNC:MLEC;UNC119B|Ensembl:ENSG00000175970|HGNC:UNC119B;ACADS|Ensembl:ENSG00000122971|HGNC:ACADS;SPPL3|Ensembl:ENSG00000157837|HGNC:SPPL3;HNF1A|Ensembl:ENSG00000135100|HGNC:HNF1A;C12orf43|Ensembl:ENSG00000157895|HGNC:C12orf43;OASL|Ensembl:ENSG00000135114|HGNC:OASL;P2RX7|Ensembl:ENSG00000089041|HGNC:P2RX7;P2RX4|Ensembl:ENSG00000135124|HGNC:P2RX4;CAMKK2|Ensembl:ENSG00000110931|HGNC:CAMKK2;ANAPC5|Ensembl:ENSG00000089053|HGNC:ANAPC5
690|chr12|122550000|123700000,KNTC1|Ensembl:ENSG00000184445|HGNC:KNTC1;HCAR2|Ensembl:ENSG00000182782|HGNC:HCAR2;HCAR3|Ensembl:ENSG00000255398|HGNC:HCAR3;HCAR1|Ensembl:ENSG00000196917|HGNC:HCAR1;DENR|Ensembl:ENSG00000139726|HGNC:DENR;CCDC62|Ensembl:ENSG00000130783|HGNC:CCDC62;HIP1R|Ensembl:ENSG00000130787|HGNC:HIP1R;VPS37B|Ensembl:ENSG00000139722|HGNC:VPS37B;ABCB9|Ensembl:ENSG00000150967|HGNC:ABCB9;OGFOD2|Ensembl:ENSG00000111325|HGNC:OGFOD2;ARL6IP4|Ensembl:ENSG00000182196|HGNC:ARL6IP4;PITPNM2|Ensembl:ENSG00000090975|HGNC:PITPNM2;MPHOSPH9|Ensembl:ENSG00000051825|HGNC:MPHOSPH9;C12orf65|Ensembl:ENSG00000130921|HGNC:C12orf65;CDK2AP1|Ensembl:ENSG00000111328|HGNC:CDK2AP1;SBNO1|Ensembl:ENSG00000139697|HGNC:SBNO1;KMT5A|Ensembl:ENSG00000183955|HGNC:KMT5A;RILPL2|Ensembl:ENSG00000150977|HGNC:RILPL2;SNRNP35|Ensembl:ENSG00000184209|HGNC:SNRNP35;RILPL1|Ensembl:ENSG00000188026|HGNC:RILPL1;TMED2|Ensembl:ENSG00000086598|HGNC:TMED2;DDX55|Ensembl:ENSG00000111364|HGNC:DDX55;EIF2B1|Ensembl:ENSG00000111361|HGNC:EIF2B1;GTF2H3|Ensembl:ENSG00000111358|HGNC:GTF2H3;TCTN2|Ensembl:ENSG00000168778|HGNC:TCTN2
693|chr12|124400000|125000000,NCOR2|Ensembl:ENSG00000196498|HGNC:NCOR2;SCARB1|Ensembl:ENSG00000073060|HGNC:SCARB1;UBC|Ensembl:ENSG00000150991|HGNC:UBC;DHX37|Ensembl:ENSG00000150990|HGNC:DHX37;BRI3BP|Ensembl:ENSG00000184992|HGNC:BRI3BP
774|chr13|99600000|100600000,CLYBL|Ensembl:ENSG00000125246|HGNC:CLYBL;ZIC5|Ensembl:ENSG00000139800|HGNC:ZIC5;ZIC2|Ensembl:ENSG00000043355|HGNC:ZIC2;PCCA|Ensembl:ENSG00000175198|HGNC:PCCA;GGACT|Ensembl:ENSG00000134864|HGNC:GGACT
791|chr14|22950000|23100000,HAUS4|Ensembl:ENSG00000092036|HGNC:HAUS4;AJUBA|Ensembl:ENSG00000129474|HGNC:AJUBA;C14orf93|Ensembl:ENSG00000100802|HGNC:C14orf93;PSMB5|Ensembl:ENSG00000100804|HGNC:PSMB5;PSMB11|Ensembl:ENSG00000222028|HGNC:PSMB11;CDH24|Ensembl:ENSG00000139880|HGNC:CDH24;ACIN1|Ensembl:ENSG00000100813|HGNC:ACIN1;C14orf119|Ensembl:ENSG00000179933|HGNC:C14orf119;LMLN2|Ensembl:ENSG00000283654|HGNC:LMLN2
847|chr14|73100000|73650000,RBM25|Ensembl:ENSG00000119707|HGNC:RBM25;PSEN1|Ensembl:ENSG00000080815|HGNC:PSEN1;PAPLN|Ensembl:ENSG00000100767|HGNC:PAPLN;NUMB|Ensembl:ENSG00000133961|HGNC:NUMB;HEATR4|Ensembl:ENSG00000187105|HGNC:HEATR4;RIOX1|Ensembl:ENSG00000170468|HGNC:RIOX1;ACOT1|Ensembl:ENSG00000184227|HGNC:ACOT1;ACOT2|Ensembl:ENSG00000119673|HGNC:ACOT2;ACOT4|Ensembl:ENSG00000177465|HGNC:ACOT4;ACOT6|Ensembl:ENSG00000205669|HGNC:ACOT6;DNAL1|Ensembl:ENSG00000119661|HGNC:DNAL1
863|chr14|88600000|90250000,ZC3H14|Ensembl:ENSG00000100722|HGNC:ZC3H14;EML5|Ensembl:ENSG00000165521|HGNC:EML5;TTC8|Ensembl:ENSG00000165533|HGNC:TTC8;FOXN3|Ensembl:ENSG00000053254|HGNC:FOXN3;EFCAB11|Ensembl:ENSG00000140025|HGNC:EFCAB11;TDP1|Ensembl:ENSG00000042088|HGNC:TDP1;KCNK13|Ensembl:ENSG00000152315|HGNC:KCNK13
864|chr14|90250000|90850000,PSMC1|Ensembl:ENSG00000100764|HGNC:PSMC1;NRDE2|Ensembl:ENSG00000119720|HGNC:NRDE2;CALM1|Ensembl:ENSG00000198668|HGNC:CALM1;TTC7B|Ensembl:ENSG00000165914|HGNC:TTC7B;RPS6KA5|Ensembl:ENSG00000100784|HGNC:RPS6KA5
879|chr14|101950000|102350000,DYNC1H1|Ensembl:ENSG00000197102|HGNC:DYNC1H1;HSP90AA1|Ensembl:ENSG00000080824|HGNC:HSP90AA1;WDR20|Ensembl:ENSG00000140153|HGNC:WDR20;MOK|Ensembl:ENSG00000080823|HGNC:MOK;ZNF839|Ensembl:ENSG00000022976|HGNC:ZNF839;CINP|Ensembl:ENSG00000100865|HGNC:CINP
907|chr15|40450000|41400000,BAHD1|Ensembl:ENSG00000140320|HGNC:BAHD1;CHST14|Ensembl:ENSG00000169105|HGNC:CHST14;CCDC32|Ensembl:ENSG00000128891|HGNC:CCDC32;RPUSD2|Ensembl:ENSG00000166133|HGNC:RPUSD2;KNL1|Ensembl:ENSG00000137812|HGNC:KNL1;RAD51|Ensembl:ENSG00000051180|HGNC:RAD51;RMDN3|Ensembl:ENSG00000137824|HGNC:RMDN3;GCHFR|Ensembl:ENSG00000137880|HGNC:GCHFR;DNAJC17|Ensembl:ENSG00000104129|HGNC:DNAJC17;C15orf62|Ensembl:ENSG00000188277|HGNC:C15orf62;ZFYVE19|Ensembl:ENSG00000166140|HGNC:ZFYVE19;PPP1R14D|Ensembl:ENSG00000166143|HGNC:PPP1R14D;SPINT1|Ensembl:ENSG00000166145|HGNC:SPINT1;RHOV|Ensembl:ENSG00000104140|HGNC:RHOV;VPS18|Ensembl:ENSG00000104142|HGNC:VPS18;DLL4|Ensembl:ENSG00000128917|HGNC:DLL4;CHAC1|Ensembl:ENSG00000128965|HGNC:CHAC1;INO80|Ensembl:ENSG00000128908|HGNC:INO80;EXD1|Ensembl:ENSG00000178997|HGNC:EXD1;CHP1|Ensembl:ENSG00000187446|HGNC:CHP1;OIP5|Ensembl:ENSG00000104147|HGNC:OIP5;NUSAP1|Ensembl:ENSG00000137804|HGNC:NUSAP1;NDUFAF1|Ensembl:ENSG00000137806|HGNC:NDUFAF1
945|chr15|67900000|68300000,PIAS1|Ensembl:ENSG00000033800|HGNC:PIAS1;CALML4|Ensembl:ENSG00000129007|HGNC:CALML4;CLN6|Ensembl:ENSG00000128973|HGNC:CLN6;FEM1B|Ensembl:ENSG00000169018|HGNC:FEM1B;ITGA11|Ensembl:ENSG00000137809|HGNC:ITGA11
951|chr15|71850000|72200000,MYO9A|Ensembl:ENSG00000066933|HGNC:MYO9A;SENP8|Ensembl:ENSG00000166192|HGNC:SENP8;GRAMD2A|Ensembl:ENSG00000175318|HGNC:GRAMD2A;PKM|Ensembl:ENSG00000067225|HGNC:PKM
962|chr15|77950000|78800000,TBC1D2B|Ensembl:ENSG00000167202|HGNC:TBC1D2B;SH2D7|Ensembl:ENSG00000183476|HGNC:SH2D7;CIB2|Ensembl:ENSG00000136425|HGNC:CIB2;IDH3A|Ensembl:ENSG00000166411|HGNC:IDH3A;ACSBG1|Ensembl:ENSG00000103740|HGNC:ACSBG1;DNAJA4|Ensembl:ENSG00000140403|HGNC:DNAJA4;WDR61|Ensembl:ENSG00000140395|HGNC:WDR61;CRABP1|Ensembl:ENSG00000166426|HGNC:CRABP1;IREB2|Ensembl:ENSG00000136381|HGNC:IREB2;HYKK|Ensembl:ENSG00000188266|HGNC:HYKK;PSMA4|Ensembl:ENSG00000041357|HGNC:PSMA4;CHRNA5|Ensembl:ENSG00000169684|HGNC:CHRNA5;CHRNA3|Ensembl:ENSG00000080644|HGNC:CHRNA3;CHRNB4|Ensembl:ENSG00000117971|HGNC:CHRNB4;ADAMTS7|Ensembl:ENSG00000136378|HGNC:ADAMTS7
994|chr16|1950000|2250000,RPL3L|Ensembl:ENSG00000140986|HGNC:RPL3L;NDUFB10|Ensembl:ENSG00000140990|HGNC:NDUFB10;RPS2|Ensembl:ENSG00000140988|HGNC:RPS2;RNF151|Ensembl:ENSG00000179580|HGNC:RNF151;TBL3|Ensembl:ENSG00000183751|HGNC:TBL3;NOXO1|Ensembl:ENSG00000196408|HGNC:NOXO1;GFER|Ensembl:ENSG00000127554|HGNC:GFER;SYNGR3|Ensembl:ENSG00000127561|HGNC:SYNGR3;ZNF598|Ensembl:ENSG00000167962|HGNC:ZNF598;NPW|Ensembl:ENSG00000183971|HGNC:NPW;SLC9A3R2|Ensembl:ENSG00000065054|HGNC:SLC9A3R2;NTHL1|Ensembl:ENSG00000065057|HGNC:NTHL1;TSC2|Ensembl:ENSG00000103197|HGNC:TSC2;PKD1|Ensembl:ENSG00000008710|HGNC:PKD1;RAB26|Ensembl:ENSG00000167964|HGNC:RAB26;TRAF7|Ensembl:ENSG00000131653|HGNC:TRAF7;CASKIN1|Ensembl:ENSG00000167971|HGNC:CASKIN1;MLST8|Ensembl:ENSG00000167965|HGNC:MLST8;BRICD5|Ensembl:ENSG00000182685|HGNC:BRICD5;PGP|Ensembl:ENSG00000184207|HGNC:PGP;E4F1|Ensembl:ENSG00000167967|HGNC:E4F1;DNASE1L2|Ensembl:ENSG00000167968|HGNC:DNASE1L2;ECI1|Ensembl:ENSG00000167969|HGNC:ECI1
996|chr16|3000000|3450000,LINC00514|Ensembl:ENSG00000262152|HGNC:LINC00514;CLDN9|Ensembl:ENSG00000213937|HGNC:CLDN9;CLDN6|Ensembl:ENSG00000184697|HGNC:CLDN6;TNFRSF12A|Ensembl:ENSG00000006327|HGNC:TNFRSF12A;HCFC1R1|Ensembl:ENSG00000103145|HGNC:HCFC1R1;THOC6|Ensembl:ENSG00000131652|HGNC:THOC6;BICDL2|Ensembl:ENSG00000162069|HGNC:BICDL2;MMP25|Ensembl:ENSG00000008516|HGNC:MMP25;IL32|Ensembl:ENSG00000008517|HGNC:IL32;ZSCAN10|Ensembl:ENSG00000130182|HGNC:ZSCAN10;ZNF205|Ensembl:ENSG00000122386|HGNC:ZNF205;ZNF213|Ensembl:ENSG00000085644|HGNC:ZNF213;OR1F1|Ensembl:ENSG00000168124|HGNC:OR1F1;ZNF200|Ensembl:ENSG00000010539|HGNC:ZNF200;MEFV|Ensembl:ENSG00000103313|HGNC:MEFV;ZNF263|Ensembl:ENSG00000006194|HGNC:ZNF263;TIGD7|Ensembl:ENSG00000140993|HGNC:TIGD7;ZNF75A|Ensembl:ENSG00000162086|HGNC:ZNF75A;OR2C1|Ensembl:ENSG00000168158|HGNC:OR2C1;MTRNR2L4|Ensembl:ENSG00000232196|HGNC:MTRNR2L4;ZSCAN32|Ensembl:ENSG00000140987|HGNC:ZSCAN32;ZNF174|Ensembl:ENSG00000103343|HGNC:ZNF174;ZNF597|Ensembl:ENSG00000167981|HGNC:ZNF597;NAA60|Ensembl:ENSG00000122390|HGNC:NAA60
997|chr16|3500000|5050000,CLUAP1|Ensembl:ENSG00000103351|HGNC:CLUAP1;NLRC3|Ensembl:ENSG00000167984|HGNC:NLRC3;SLX4|Ensembl:ENSG00000188827|HGNC:SLX4;DNASE1|Ensembl:ENSG00000213918|HGNC:DNASE1;TRAP1|Ensembl:ENSG00000126602|HGNC:TRAP1;CREBBP|Ensembl:ENSG00000005339|HGNC:CREBBP;ADCY9|Ensembl:ENSG00000162104|HGNC:ADCY9;SRL|Ensembl:ENSG00000185739|HGNC:SRL;TFAP4|Ensembl:ENSG00000090447|HGNC:TFAP4;GLIS2|Ensembl:ENSG00000126603|HGNC:GLIS2;PAM16|Ensembl:ENSG00000217930|HGNC:PAM16;CORO7-PAM16|Ensembl:ENSG00000103426|HGNC:CORO7-PAM16;CORO7|Ensembl:ENSG00000262246|HGNC:CORO7;VASN|Ensembl:ENSG00000168140|HGNC:VASN;DNAJA3|Ensembl:ENSG00000103423|HGNC:DNAJA3;NMRAL1|Ensembl:ENSG00000153406|HGNC:NMRAL1;HMOX2|Ensembl:ENSG00000103415|HGNC:HMOX2;CDIP1|Ensembl:ENSG00000089486|HGNC:CDIP1;C16orf96|Ensembl:ENSG00000205832|HGNC:C16orf96;UBALD1|Ensembl:ENSG00000153443|HGNC:UBALD1;MGRN1|Ensembl:ENSG00000102858|HGNC:MGRN1;NUDT16L1|Ensembl:ENSG00000168101|HGNC:NUDT16L1;ANKS3|Ensembl:ENSG00000168096|HGNC:ANKS3;C16orf71|Ensembl:ENSG00000166246|HGNC:C16orf71;ZNF500|Ensembl:ENSG00000103199|HGNC:ZNF500;SEPTIN12|Ensembl:ENSG00000140623|HGNC:SEPTIN12;SMIM22|Ensembl:ENSG00000267795|HGNC:SMIM22;ROGDI|Ensembl:ENSG00000067836|HGNC:ROGDI;GLYR1|Ensembl:ENSG00000140632|HGNC:GLYR1;UBN1|Ensembl:ENSG00000118900|HGNC:UBN1;PPL|Ensembl:ENSG00000118898|HGNC:PPL;SEC14L5|Ensembl:ENSG00000103184|HGNC:SEC14L5;NAGPA|Ensembl:ENSG00000103174|HGNC:NAGPA;ALG1|Ensembl:ENSG00000033011|HGNC:ALG1;C16orf89|Ensembl:ENSG00000153446|HGNC:C16orf89
1011|chr16|18750000|19500000,RPS15A|Ensembl:ENSG00000134419|HGNC:RPS15A;ARL6IP1|Ensembl:ENSG00000170540|HGNC:ARL6IP1;SMG1|Ensembl:ENSG00000157106|HGNC:SMG1;TMC7|Ensembl:ENSG00000170537|HGNC:TMC7;COQ7|Ensembl:ENSG00000167186|HGNC:COQ7;ITPRIPL2|Ensembl:ENSG00000205730|HGNC:ITPRIPL2;SYT17|Ensembl:ENSG00000103528|HGNC:SYT17;CLEC19A|Ensembl:ENSG00000261210|HGNC:CLEC19A;TMC5|Ensembl:ENSG00000103534|HGNC:TMC5
1090|chr17|7200000|7700000,DLG4|Ensembl:ENSG00000132535|HGNC:DLG4;ACADVL|Ensembl:ENSG00000072778|HGNC:ACADVL;DVL2|Ensembl:ENSG00000004975|HGNC:DVL2;PHF23|Ensembl:ENSG00000040633|HGNC:PHF23;GABARAP|Ensembl:ENSG00000170296|HGNC:GABARAP;CTDNEP1|Ensembl:ENSG00000175826|HGNC:CTDNEP1;ELP5|Ensembl:ENSG00000170291|HGNC:ELP5;CLDN7|Ensembl:ENSG00000181885|HGNC:CLDN7;SLC2A4|Ensembl:ENSG00000181856|HGNC:SLC2A4;YBX2|Ensembl:ENSG00000006047|HGNC:YBX2;EIF5A|Ensembl:ENSG00000132507|HGNC:EIF5A;GPS2|Ensembl:ENSG00000132522|HGNC:GPS2;NEURL4|Ensembl:ENSG00000215041|HGNC:NEURL4;ACAP1|Ensembl:ENSG00000072818|HGNC:ACAP1;KCTD11|Ensembl:ENSG00000213859|HGNC:KCTD11;TMEM95|Ensembl:ENSG00000182896|HGNC:TMEM95;TNK1|Ensembl:ENSG00000174292|HGNC:TNK1;PLSCR3|Ensembl:ENSG00000187838|HGNC:PLSCR3;TMEM256-PLSCR3|Ensembl:ENSG00000262481|HGNC:TMEM256-PLSCR3;TMEM256|Ensembl:ENSG00000205544|HGNC:TMEM256;NLGN2|Ensembl:ENSG00000169992|HGNC:NLGN2;SPEM1|Ensembl:ENSG00000181323|HGNC:SPEM1;SPEM2|Ensembl:ENSG00000184560|HGNC:SPEM2;SPEM3|Ensembl:ENSG00000283439|HGNC:SPEM3;TMEM102|Ensembl:ENSG00000181284|HGNC:TMEM102;FGF11|Ensembl:ENSG00000161958|HGNC:FGF11;CHRNB1|Ensembl:ENSG00000170175|HGNC:CHRNB1;ZBTB4|Ensembl:ENSG00000174282|HGNC:ZBTB4;SLC35G6|Ensembl:ENSG00000259224|HGNC:SLC35G6;POLR2A|Ensembl:ENSG00000181222|HGNC:POLR2A;TNFSF12|Ensembl:ENSG00000239697|HGNC:TNFSF12;TNFSF12-TNFSF13|Ensembl:ENSG00000248871|HGNC:TNFSF12-TNFSF13;TNFSF13|Ensembl:ENSG00000161955|HGNC:TNFSF13;SENP3|Ensembl:ENSG00000161956|HGNC:SENP3;SENP3-EIF4A1|Ensembl:ENSG00000277957|HGNC:SENP3-EIF4A1;EIF4A1|Ensembl:ENSG00000161960|HGNC:EIF4A1;CD68|Ensembl:ENSG00000129226|HGNC:CD68;MPDU1|Ensembl:ENSG00000129255|HGNC:MPDU1;SOX15|Ensembl:ENSG00000129194|HGNC:SOX15;FXR2|Ensembl:ENSG00000129245|HGNC:FXR2;SHBG|Ensembl:ENSG00000129214|HGNC:SHBG;SAT2|Ensembl:ENSG00000141504|HGNC:SAT2;ATP1B2|Ensembl:ENSG00000129244|HGNC:ATP1B2;TP53|Ensembl:ENSG00000141510|HGNC:TP53;WRAP53|Ensembl:ENSG00000141499|HGNC:WRAP53
1091|chr17|7700000|8050000,WRAP53|Ensembl:ENSG00000141499|HGNC:WRAP53;EFNB3|Ensembl:ENSG00000108947|HGNC:EFNB3;DNAH2|Ensembl:ENSG00000183914|HGNC:DNAH2;KDM6B|Ensembl:ENSG00000132510|HGNC:KDM6B;TMEM88|Ensembl:ENSG00000167874|HGNC:TMEM88;NAA38|Ensembl:ENSG00000183011|HGNC:NAA38;CYB5D1|Ensembl:ENSG00000182224|HGNC:CYB5D1;CHD3|Ensembl:ENSG00000170004|HGNC:CHD3;RNF227|Ensembl:ENSG00000179859|HGNC:RNF227;KCNAB3|Ensembl:ENSG00000170049|HGNC:KCNAB3;TRAPPC1|Ensembl:ENSG00000170043|HGNC:TRAPPC1;CNTROB|Ensembl:ENSG00000170037|HGNC:CNTROB;GUCY2D|Ensembl:ENSG00000132518|HGNC:GUCY2D;ALOX15B|Ensembl:ENSG00000179593|HGNC:ALOX15B
1104|chr17|16100000|16400000,NCOR1|Ensembl:ENSG00000141027|HGNC:NCOR1;PIGL|Ensembl:ENSG00000108474|HGNC:PIGL;CENPV|Ensembl:ENSG00000166582|HGNC:CENPV;UBB|Ensembl:ENSG00000170315|HGNC:UBB
