id|chr|end|label|source|source_url|start
chr1_202193930_202193989_grch38|chr1|202193989|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202193930
chr1_202203695_202203754_grch38|chr1|202203754|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202203695
chr1_202214030_202214089_grch38|chr1|202214089|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202214030
chr1_202341926_202341985_grch38|chr1|202341985|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202341926
chr1_202348650_202348709_grch38|chr1|202348709|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202348650
chr1_202462713_202462772_grch38|chr1|202462772|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202462713
chr1_202644098_202644157_grch38|chr1|202644157|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202644098
chr1_202710444_202710503_grch38|chr1|202710503|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202710444
chr1_202808411_202808470_grch38|chr1|202808470|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202808411
chr1_202811522_202811581_grch38|chr1|202811581|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202811522
chr1_202889112_202889171_grch38|chr1|202889171|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202889112
chr1_202927224_202927283_grch38|chr1|202927283|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202927224
chr1_202958270_202958329_grch38|chr1|202958329|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202958270
chr1_202967242_202967301_grch38|chr1|202967301|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202967242
chr1_202967242_202967301_grch38|chr1|202967301|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|202967242
chr1_203007325_203007384_grch38|chr1|203007384|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203007325
chr1_203026442_203026501_grch38|chr1|203026501|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203026442
chr1_203086000_203086059_grch38|chr1|203086059|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203086000
chr1_203127090_203127149_grch38|chr1|203127149|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203127090
chr1_203127702_203127761_grch38|chr1|203127761|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203127702
chr1_203128251_203128310_grch38|chr1|203128310|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203128251
chr1_203175816_203175875_grch38|chr1|203175875|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203175816
chr1_203186693_203186752_grch38|chr1|203186752|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203186693
chr1_203229663_203229722_grch38|chr1|203229722|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203229663
chr1_203305470_203305529_grch38|chr1|203305529|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203305470
chr1_203351112_203351171_grch38|chr1|203351171|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203351112
chr1_203475789_203475848_grch38|chr1|203475848|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203475789
chr1_203494104_203494163_grch38|chr1|203494163|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203494104
chr1_203626783_203626842_grch38|chr1|203626842|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203626783
chr1_203627056_203627115_grch38|chr1|203627115|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203627056
chr1_203765134_203765193_grch38|chr1|203765193|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203765134
chr1_203795586_203795645_grch38|chr1|203795645|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203795586
chr1_203795614_203795673_grch38|chr1|203795673|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203795614
chr1_203801784_203801843_grch38|chr1|203801843|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203801784
chr1_203802494_203802553_grch38|chr1|203802553|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203802494
chr1_203817077_203817136_grch38|chr1|203817136|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203817077
chr1_203848281_203848340_grch38|chr1|203848340|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203848281
chr1_203853359_203853418_grch38|chr1|203853418|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203853359
chr1_203853562_203853621_grch38|chr1|203853621|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203853562
chr1_203861554_203861613_grch38|chr1|203861613|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|203861554
chr1_204073066_204073125_grch38|chr1|204073125|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204073066
chr1_204073583_204073642_grch38|chr1|204073642|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204073583
chr1_204074735_204074794_grch38|chr1|204074794|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204074735
chr1_204151911_204151970_grch38|chr1|204151970|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204151911
chr1_204152034_204152093_grch38|chr1|204152093|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204152034
chr1_204166327_204166386_grch38|chr1|204166386|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204166327
chr1_204196480_204196539_grch38|chr1|204196539|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204196480
chr1_204213978_204214037_grch38|chr1|204214037|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204213978
chr1_204214079_204214138_grch38|chr1|204214138|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204214079
chr1_204288148_204288207_grch38|chr1|204288207|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204288148
chr1_204359919_204359978_grch38|chr1|204359978|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204359919
chr1_204377946_204378005_grch38|chr1|204378005|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204377946
chr1_204378157_204378216_grch38|chr1|204378216|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204378157
chr1_204411460_204411519_grch38|chr1|204411519|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204411460
chr1_204411807_204411866_grch38|chr1|204411866|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204411807
chr1_204494795_204494854_grch38|chr1|204494854|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204494795
chr1_204516360_204516419_grch38|chr1|204516419|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204516360
chr1_204671631_204671690_grch38|chr1|204671690|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204671631
chr1_204685420_204685479_grch38|chr1|204685479|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204685420
chr1_204685723_204685782_grch38|chr1|204685782|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204685723
chr1_204828626_204828685_grch38|chr1|204828685|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204828626
chr1_204870813_204870872_grch38|chr1|204870872|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204870813
chr1_204928660_204928719_grch38|chr1|204928719|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204928660
chr1_204944203_204944262_grch38|chr1|204944262|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|204944203
chr1_205043163_205043222_grch38|chr1|205043222|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205043163
chr1_205043659_205043718_grch38|chr1|205043718|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205043659
chr1_205121965_205122024_grch38|chr1|205122024|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205121965
chr1_205211541_205211600_grch38|chr1|205211600|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205211541
chr1_205211670_205211729_grch38|chr1|205211729|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205211670
chr1_205227921_205227980_grch38|chr1|205227980|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205227921
chr1_205228210_205228269_grch38|chr1|205228269|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205228210
chr1_205257147_205257206_grch38|chr1|205257206|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205257147
chr1_205321735_205321794_grch38|chr1|205321794|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205321735
chr1_205422046_205422105_grch38|chr1|205422105|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205422046
chr1_205457085_205457144_grch38|chr1|205457144|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205457085
chr1_205504507_205504566_grch38|chr1|205504566|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205504507
chr1_205504626_205504685_grch38|chr1|205504685|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205504626
chr1_205568965_205569024_grch38|chr1|205569024|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205568965
chr1_205631962_205632021_grch38|chr1|205632021|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205631962
chr1_205680497_205680556_grch38|chr1|205680556|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205680497
chr1_205750012_205750071_grch38|chr1|205750071|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205750012
chr1_205750172_205750231_grch38|chr1|205750231|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205750172
chr1_205775094_205775153_grch38|chr1|205775153|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205775094
chr1_205775452_205775511_grch38|chr1|205775511|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205775452
chr1_205813023_205813082_grch38|chr1|205813082|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205813023
chr1_205813150_205813209_grch38|chr1|205813209|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205813150
chr1_205813749_205813808_grch38|chr1|205813808|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205813749
chr1_205813873_205813932_grch38|chr1|205813932|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205813873
chr1_205850122_205850181_grch38|chr1|205850181|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205850122
chr1_205935896_205935955_grch38|chr1|205935955|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205935896
chr1_205943446_205943505_grch38|chr1|205943505|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|205943446
chr1_206023804_206023863_grch38|chr1|206023863|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206023804
chr1_206035185_206035244_grch38|chr1|206035244|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206035185
chr1_206050976_206051035_grch38|chr1|206051035|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206050976
chr1_206052747_206052806_grch38|chr1|206052806|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206052747
chr1_206083499_206083558_grch38|chr1|206083558|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206083499
chr1_206117378_206117437_grch38|chr1|206117437|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206117378
chr1_206202453_206202512_grch38|chr1|206202512|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206202453
chr1_206202829_206202888_grch38|chr1|206202888|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206202829
chr1_206204410_206204469_grch38|chr1|206204469|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206204410
chr1_206205811_206205870_grch38|chr1|206205870|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206205811
chr1_206404891_206404950_grch38|chr1|206404950|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206404891
chr1_206470427_206470486_grch38|chr1|206470486|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206470427
chr1_206471110_206471169_grch38|chr1|206471169|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206471110
chr1_206507482_206507541_grch38|chr1|206507541|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206507482
chr1_206557115_206557174_grch38|chr1|206557174|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206557115
chr1_206612454_206612513_grch38|chr1|206612513|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206612454
chr1_206635487_206635546_grch38|chr1|206635546|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206635487
chr1_206665058_206665117_grch38|chr1|206665117|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206665058
chr1_206684856_206684915_grch38|chr1|206684915|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206684856
chr1_206772484_206772543_grch38|chr1|206772543|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206772484
chr1_206836426_206836485_grch38|chr1|206836485|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206836426
chr1_206863516_206863575_grch38|chr1|206863575|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206863516
chr1_206865346_206865405_grch38|chr1|206865405|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206865346
chr1_206865574_206865633_grch38|chr1|206865633|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206865574
chr1_206897394_206897453_grch38|chr1|206897453|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206897394
chr1_206921931_206921990_grch38|chr1|206921990|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206921931
chr1_206946456_206946515_grch38|chr1|206946515|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|206946456
chr1_207032678_207032737_grch38|chr1|207032737|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207032678
chr1_207050979_207051038_grch38|chr1|207051038|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207050979
chr1_207053095_207053154_grch38|chr1|207053154|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207053095
chr1_207053226_207053285_grch38|chr1|207053285|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207053226
chr1_207088811_207088870_grch38|chr1|207088870|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207088811
chr1_207089256_207089315_grch38|chr1|207089315|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207089256
chr1_207104184_207104243_grch38|chr1|207104243|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207104184
chr1_207321629_207321688_grch38|chr1|207321688|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207321629
chr1_207454279_207454338_grch38|chr1|207454338|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207454279
chr1_207496189_207496248_grch38|chr1|207496248|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207496189
chr1_207645106_207645165_grch38|chr1|207645165|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207645106
chr1_207752037_207752096_grch38|chr1|207752096|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207752037
chr1_207890482_207890541_grch38|chr1|207890541|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207890482
chr1_207911105_207911164_grch38|chr1|207911164|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207911105
chr1_207911341_207911400_grch38|chr1|207911400|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|207911341
chr1_208235821_208235880_grch38|chr1|208235880|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|208235821
chr1_208244374_208244433_grch38|chr1|208244433|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|208244374
chr1_209583668_209583727_grch38|chr1|209583727|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209583668
chr1_209651362_209651421_grch38|chr1|209651421|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209651362
chr1_209652415_209652474_grch38|chr1|209652474|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209652415
chr1_209653056_209653115_grch38|chr1|209653115|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209653056
chr1_209654024_209654083_grch38|chr1|209654083|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209654024
chr1_209675364_209675423_grch38|chr1|209675423|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209675364
chr1_209686141_209686200_grch38|chr1|209686200|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209686141
chr1_209704799_209704858_grch38|chr1|209704858|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209704799
chr1_209756004_209756063_grch38|chr1|209756063|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209756004
chr1_209756124_209756183_grch38|chr1|209756183|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209756124
chr1_209784545_209784604_grch38|chr1|209784604|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209784545
chr1_209802184_209802243_grch38|chr1|209802243|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209802184
chr1_209806132_209806191_grch38|chr1|209806191|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209806132
chr1_209827946_209828005_grch38|chr1|209828005|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209827946
chr1_209900874_209900933_grch38|chr1|209900933|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209900874
chr1_209938184_209938243_grch38|chr1|209938243|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|209938184
chr1_210232630_210232689_grch38|chr1|210232689|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|210232630
chr1_210232753_210232812_grch38|chr1|210232812|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|210232753
chr1_210328203_210328262_grch38|chr1|210328262|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|210328203
chr1_210369583_210369642_grch38|chr1|210369642|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|210369583
chr1_210502886_210502945_grch38|chr1|210502945|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|210502886
chr1_210919967_210920026_grch38|chr1|210920026|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|210919967
chr1_211134068_211134127_grch38|chr1|211134127|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211134068
chr1_211259320_211259379_grch38|chr1|211259379|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211259320
chr1_211259926_211259985_grch38|chr1|211259985|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211259926
chr1_211312211_211312270_grch38|chr1|211312270|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211312211
chr1_211326586_211326645_grch38|chr1|211326645|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211326586
chr1_211326784_211326843_grch38|chr1|211326843|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211326784
chr1_211492145_211492204_grch38|chr1|211492204|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211492145
chr1_211578728_211578787_grch38|chr1|211578787|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211578728
chr1_211578877_211578936_grch38|chr1|211578936|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211578877
chr1_211675611_211675670_grch38|chr1|211675670|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211675611
chr1_211830328_211830387_grch38|chr1|211830387|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211830328
chr1_211830753_211830812_grch38|chr1|211830812|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|211830753
chr1_212035535_212035594_grch38|chr1|212035594|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212035535
chr1_212035744_212035803_grch38|chr1|212035803|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212035744
chr1_212285361_212285420_grch38|chr1|212285420|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212285361
chr1_212285566_212285625_grch38|chr1|212285625|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212285566
chr1_212414876_212414935_grch38|chr1|212414935|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212414876
chr1_212432871_212432930_grch38|chr1|212432930|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212432871
chr1_212590338_212590397_grch38|chr1|212590397|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212590338
chr1_212608712_212608771_grch38|chr1|212608771|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212608712
chr1_212615214_212615273_grch38|chr1|212615273|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212615214
chr1_212699767_212699826_grch38|chr1|212699826|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212699767
chr1_212699972_212700031_grch38|chr1|212700031|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212699972
chr1_212700480_212700539_grch38|chr1|212700539|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212700480
chr1_212791501_212791560_grch38|chr1|212791560|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212791501
chr1_212791767_212791826_grch38|chr1|212791826|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212791767
chr1_212791865_212791924_grch38|chr1|212791924|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212791865
chr1_212792403_212792462_grch38|chr1|212792462|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212792403
chr1_212858088_212858147_grch38|chr1|212858147|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212858088
chr1_212858234_212858293_grch38|chr1|212858293|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212858234
chr1_212950545_212950604_grch38|chr1|212950604|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212950545
chr1_212951397_212951456_grch38|chr1|212951456|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|212951397
chr1_213015497_213015556_grch38|chr1|213015556|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|213015497
chr1_213015844_213015903_grch38|chr1|213015903|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|213015844
chr1_213051209_213051268_grch38|chr1|213051268|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|213051209
chr1_213079772_213079831_grch38|chr1|213079831|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|213079772
chr1_213987924_213987983_grch38|chr1|213987983|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|213987924
chr1_213988484_213988543_grch38|chr1|213988543|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|213988484
chr1_214281177_214281236_grch38|chr1|214281236|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|214281177
chr1_214482759_214482818_grch38|chr1|214482818|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|214482759
chr1_214551218_214551277_grch38|chr1|214551277|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|214551218
chr1_214551592_214551651_grch38|chr1|214551651|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|214551592
chr1_214603189_214603248_grch38|chr1|214603248|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|214603189
chr1_215005265_215005324_grch38|chr1|215005324|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|215005265
chr1_215005537_215005596_grch38|chr1|215005596|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|215005537
chr1_215005768_215005827_grch38|chr1|215005827|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|215005768
chr1_215083197_215083256_grch38|chr1|215083256|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|215083197
chr1_215567326_215567385_grch38|chr1|215567385|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|215567326
chr1_215567537_215567596_grch38|chr1|215567596|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|215567537
chr1_216423438_216423497_grch38|chr1|216423497|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|216423438
chr1_216723418_216723477_grch38|chr1|216723477|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|216723418
chr1_216805375_216805434_grch38|chr1|216805434|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|216805375
chr1_217089589_217089648_grch38|chr1|217089648|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|217089589
chr1_217137763_217137822_grch38|chr1|217137822|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|217137763
chr1_217631057_217631116_grch38|chr1|217631116|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|217631057
chr1_217631304_217631363_grch38|chr1|217631363|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|217631304
chr1_218285244_218285303_grch38|chr1|218285303|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|218285244
chr1_218346039_218346098_grch38|chr1|218346098|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|218346039
chr1_218346263_218346322_grch38|chr1|218346322|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|218346263
chr1_219173829_219173888_grch38|chr1|219173888|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|219173829
chr1_219928547_219928606_grch38|chr1|219928606|promoter|EPD|https://epd.expasy.org/ftp/epdnew/H_sapiens/|219928547
