chr|end|id|source|source_url|start|taxon_id
chr2R|10478611|CHR2R_10478552_10478611_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10478552|7227
chr2R|10480148|CHR2R_10480089_10480148_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10480089|7227
chr2R|10480208|CHR2R_10480149_10480208_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10480149|7227
chr2R|10485305|CHR2R_10485246_10485305_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10485246|7227
chr2R|10534400|CHR2R_10534341_10534400_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10534341|7227
chr2R|10535076|CHR2R_10535017_10535076_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10535017|7227
chr2R|10541715|CHR2R_10541656_10541715_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10541656|7227
chr2R|10543336|CHR2R_10543277_10543336_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10543277|7227
chr2R|10557891|CHR2R_10557832_10557891_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10557832|7227
chr2R|10568965|CHR2R_10568906_10568965_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10568906|7227
chr2R|10569239|CHR2R_10569180_10569239_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10569180|7227
chr2R|10569952|CHR2R_10569893_10569952_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10569893|7227
chr2R|10583709|CHR2R_10583650_10583709_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10583650|7227
chr2R|10617674|CHR2R_10617615_10617674_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10617615|7227
chr2R|10622146|CHR2R_10622087_10622146_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10622087|7227
chr2R|10645454|CHR2R_10645395_10645454_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10645395|7227
chr2R|10645750|CHR2R_10645691_10645750_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10645691|7227
chr2R|10648898|CHR2R_10648839_10648898_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10648839|7227
chr2R|10673355|CHR2R_10673296_10673355_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10673296|7227
chr2R|10725293|CHR2R_10725234_10725293_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10725234|7227
chr2R|10729256|CHR2R_10729197_10729256_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10729197|7227
chr2R|10730963|CHR2R_10730904_10730963_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10730904|7227
chr2R|10731405|CHR2R_10731346_10731405_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10731346|7227
chr2R|10731564|CHR2R_10731505_10731564_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10731505|7227
chr2R|10731607|CHR2R_10731548_10731607_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10731548|7227
chr2R|10732713|CHR2R_10732654_10732713_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10732654|7227
chr2R|10735392|CHR2R_10735333_10735392_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10735333|7227
chr2R|10735685|CHR2R_10735626_10735685_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10735626|7227
chr2R|10739877|CHR2R_10739818_10739877_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10739818|7227
chr2R|10782915|CHR2R_10782856_10782915_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10782856|7227
chr2R|10791427|CHR2R_10791368_10791427_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10791368|7227
chr2R|10798758|CHR2R_10798699_10798758_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10798699|7227
chr2R|10806639|CHR2R_10806580_10806639_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10806580|7227
chr2R|10808982|CHR2R_10808923_10808982_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10808923|7227
chr2R|10809409|CHR2R_10809350_10809409_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10809350|7227
chr2R|10809739|CHR2R_10809680_10809739_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10809680|7227
chr2R|10810983|CHR2R_10810924_10810983_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10810924|7227
chr2R|10811106|CHR2R_10811047_10811106_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10811047|7227
chr2R|10813355|CHR2R_10813296_10813355_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10813296|7227
chr2R|10813561|CHR2R_10813502_10813561_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10813502|7227
chr2R|10819922|CHR2R_10819863_10819922_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10819863|7227
chr2R|10820000|CHR2R_10819941_10820000_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10819941|7227
chr2R|10821684|CHR2R_10821625_10821684_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10821625|7227
chr2R|10823391|CHR2R_10823332_10823391_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10823332|7227
chr2R|10823415|CHR2R_10823356_10823415_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10823356|7227
chr2R|10823631|CHR2R_10823572_10823631_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10823572|7227
chr2R|10834285|CHR2R_10834226_10834285_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10834226|7227
chr2R|10835748|CHR2R_10835689_10835748_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10835689|7227
chr2R|10838773|CHR2R_10838714_10838773_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10838714|7227
chr2R|10844074|CHR2R_10844015_10844074_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10844015|7227
chr2R|10854199|CHR2R_10854140_10854199_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10854140|7227
chr2R|10861430|CHR2R_10861371_10861430_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10861371|7227
chr2R|10874791|CHR2R_10874732_10874791_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10874732|7227
chr2R|10875441|CHR2R_10875382_10875441_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10875382|7227
chr2R|10875768|CHR2R_10875709_10875768_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10875709|7227
chr2R|10879657|CHR2R_10879598_10879657_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10879598|7227
chr2R|10879999|CHR2R_10879940_10879999_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10879940|7227
chr2R|10883567|CHR2R_10883508_10883567_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10883508|7227
chr2R|10884998|CHR2R_10884939_10884998_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10884939|7227
chr2R|10885229|CHR2R_10885170_10885229_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10885170|7227
chr2R|10886820|CHR2R_10886761_10886820_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10886761|7227
chr2R|10894143|CHR2R_10894084_10894143_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10894084|7227
chr2R|10894467|CHR2R_10894408_10894467_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10894408|7227
chr2R|10894489|CHR2R_10894430_10894489_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10894430|7227
chr2R|10897901|CHR2R_10897842_10897901_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10897842|7227
chr2R|10899085|CHR2R_10899026_10899085_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10899026|7227
chr2R|10903606|CHR2R_10903547_10903606_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10903547|7227
chr2R|10909917|CHR2R_10909858_10909917_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10909858|7227
chr2R|10941767|CHR2R_10941708_10941767_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|10941708|7227
chr2R|11085579|CHR2R_11085520_11085579_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11085520|7227
chr2R|11086952|CHR2R_11086893_11086952_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11086893|7227
chr2R|11106865|CHR2R_11106806_11106865_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11106806|7227
chr2R|11116425|CHR2R_11116366_11116425_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11116366|7227
chr2R|11135933|CHR2R_11135874_11135933_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11135874|7227
chr2R|11143793|CHR2R_11143734_11143793_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11143734|7227
chr2R|11146302|CHR2R_11146243_11146302_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11146243|7227
chr2R|11150049|CHR2R_11149990_11150049_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11149990|7227
chr2R|11154895|CHR2R_11154836_11154895_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11154836|7227
chr2R|11159083|CHR2R_11159024_11159083_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11159024|7227
chr2R|11172255|CHR2R_11172196_11172255_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11172196|7227
chr2R|11173813|CHR2R_11173754_11173813_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11173754|7227
chr2R|11198286|CHR2R_11198227_11198286_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11198227|7227
chr2R|11204640|CHR2R_11204581_11204640_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11204581|7227
chr2R|11219242|CHR2R_11219183_11219242_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11219183|7227
chr2R|11219565|CHR2R_11219506_11219565_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11219506|7227
chr2R|11219792|CHR2R_11219733_11219792_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11219733|7227
chr2R|11219946|CHR2R_11219887_11219946_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11219887|7227
chr2R|11222884|CHR2R_11222825_11222884_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11222825|7227
chr2R|11223415|CHR2R_11223356_11223415_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11223356|7227
chr2R|11232551|CHR2R_11232492_11232551_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11232492|7227
chr2R|11233779|CHR2R_11233720_11233779_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11233720|7227
chr2R|11233995|CHR2R_11233936_11233995_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11233936|7227
chr2R|11235262|CHR2R_11235203_11235262_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11235203|7227
chr2R|11235865|CHR2R_11235806_11235865_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11235806|7227
chr2R|11236732|CHR2R_11236673_11236732_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11236673|7227
chr2R|11237691|CHR2R_11237632_11237691_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11237632|7227
chr2R|11239042|CHR2R_11238983_11239042_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11238983|7227
chr2R|11240177|CHR2R_11240118_11240177_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11240118|7227
chr2R|11242239|CHR2R_11242180_11242239_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11242180|7227
chr2R|11244264|CHR2R_11244205_11244264_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11244205|7227
chr2R|11245442|CHR2R_11245383_11245442_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11245383|7227
chr2R|11248137|CHR2R_11248078_11248137_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11248078|7227
chr2R|11249604|CHR2R_11249545_11249604_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11249545|7227
chr2R|11253463|CHR2R_11253404_11253463_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11253404|7227
chr2R|11255179|CHR2R_11255120_11255179_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11255120|7227
chr2R|11256514|CHR2R_11256455_11256514_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11256455|7227
chr2R|11259950|CHR2R_11259891_11259950_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11259891|7227
chr2R|11261855|CHR2R_11261796_11261855_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11261796|7227
chr2R|11265136|CHR2R_11265077_11265136_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11265077|7227
chr2R|11272624|CHR2R_11272565_11272624_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11272565|7227
chr2R|11275329|CHR2R_11275270_11275329_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11275270|7227
chr2R|11278490|CHR2R_11278431_11278490_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11278431|7227
chr2R|11279675|CHR2R_11279616_11279675_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11279616|7227
chr2R|11279753|CHR2R_11279694_11279753_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11279694|7227
chr2R|11283990|CHR2R_11283931_11283990_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11283931|7227
chr2R|11284277|CHR2R_11284218_11284277_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11284218|7227
chr2R|11284429|CHR2R_11284370_11284429_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11284370|7227
chr2R|11289797|CHR2R_11289738_11289797_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11289738|7227
chr2R|11291075|CHR2R_11291016_11291075_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11291016|7227
chr2R|11292541|CHR2R_11292482_11292541_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11292482|7227
chr2R|11293203|CHR2R_11293144_11293203_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11293144|7227
chr2R|11294382|CHR2R_11294323_11294382_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11294323|7227
chr2R|11294689|CHR2R_11294630_11294689_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11294630|7227
chr2R|11295291|CHR2R_11295232_11295291_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11295232|7227
chr2R|11295395|CHR2R_11295336_11295395_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11295336|7227
chr2R|11296250|CHR2R_11296191_11296250_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11296191|7227
chr2R|11297558|CHR2R_11297499_11297558_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11297499|7227
chr2R|11301934|CHR2R_11301875_11301934_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11301875|7227
chr2R|11303057|CHR2R_11302998_11303057_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11302998|7227
chr2R|11303509|CHR2R_11303450_11303509_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11303450|7227
chr2R|11307569|CHR2R_11307510_11307569_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11307510|7227
chr2R|11307891|CHR2R_11307832_11307891_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11307832|7227
chr2R|11310841|CHR2R_11310782_11310841_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11310782|7227
chr2R|11317601|CHR2R_11317542_11317601_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11317542|7227
chr2R|11318724|CHR2R_11318665_11318724_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11318665|7227
chr2R|11324281|CHR2R_11324222_11324281_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11324222|7227
chr2R|11325798|CHR2R_11325739_11325798_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11325739|7227
chr2R|11336858|CHR2R_11336799_11336858_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11336799|7227
chr2R|11338782|CHR2R_11338723_11338782_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11338723|7227
chr2R|11340177|CHR2R_11340118_11340177_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11340118|7227
chr2R|11341493|CHR2R_11341434_11341493_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11341434|7227
chr2R|11342805|CHR2R_11342746_11342805_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11342746|7227
chr2R|11345164|CHR2R_11345105_11345164_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11345105|7227
chr2R|11346111|CHR2R_11346052_11346111_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11346052|7227
chr2R|11346335|CHR2R_11346276_11346335_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11346276|7227
chr2R|11355329|CHR2R_11355270_11355329_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11355270|7227
chr2R|11356592|CHR2R_11356533_11356592_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11356533|7227
chr2R|11356732|CHR2R_11356673_11356732_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11356673|7227
chr2R|11359198|CHR2R_11359139_11359198_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11359139|7227
chr2R|11360203|CHR2R_11360144_11360203_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11360144|7227
chr2R|11360718|CHR2R_11360659_11360718_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11360659|7227
chr2R|11366722|CHR2R_11366663_11366722_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11366663|7227
chr2R|11368280|CHR2R_11368221_11368280_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11368221|7227
chr2R|11371155|CHR2R_11371096_11371155_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11371096|7227
chr2R|11371396|CHR2R_11371337_11371396_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11371337|7227
chr2R|11373617|CHR2R_11373558_11373617_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11373558|7227
chr2R|11375169|CHR2R_11375110_11375169_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11375110|7227
chr2R|11379226|CHR2R_11379167_11379226_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11379167|7227
chr2R|11384157|CHR2R_11384098_11384157_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11384098|7227
chr2R|11388824|CHR2R_11388765_11388824_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11388765|7227
chr2R|11397479|CHR2R_11397420_11397479_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11397420|7227
chr2R|11405607|CHR2R_11405548_11405607_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11405548|7227
chr2R|11409498|CHR2R_11409439_11409498_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11409439|7227
chr2R|11410516|CHR2R_11410457_11410516_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11410457|7227
chr2R|11414520|CHR2R_11414461_11414520_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11414461|7227
chr2R|11427852|CHR2R_11427793_11427852_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11427793|7227
chr2R|11429688|CHR2R_11429629_11429688_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11429629|7227
chr2R|11436256|CHR2R_11436197_11436256_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11436197|7227
chr2R|11442525|CHR2R_11442466_11442525_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11442466|7227
chr2R|11451981|CHR2R_11451922_11451981_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11451922|7227
chr2R|11452214|CHR2R_11452155_11452214_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11452155|7227
chr2R|11452785|CHR2R_11452726_11452785_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11452726|7227
chr2R|11474471|CHR2R_11474412_11474471_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11474412|7227
chr2R|11475719|CHR2R_11475660_11475719_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11475660|7227
chr2R|11527927|CHR2R_11527868_11527927_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11527868|7227
chr2R|11528247|CHR2R_11528188_11528247_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11528188|7227
chr2R|11582687|CHR2R_11582628_11582687_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11582628|7227
chr2R|11593175|CHR2R_11593116_11593175_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11593116|7227
chr2R|11604985|CHR2R_11604926_11604985_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11604926|7227
chr2R|11616094|CHR2R_11616035_11616094_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11616035|7227
chr2R|11619065|CHR2R_11619006_11619065_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11619006|7227
chr2R|11632629|CHR2R_11632570_11632629_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11632570|7227
chr2R|11640962|CHR2R_11640903_11640962_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11640903|7227
chr2R|11645959|CHR2R_11645900_11645959_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11645900|7227
chr2R|11648563|CHR2R_11648504_11648563_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11648504|7227
chr2R|11651645|CHR2R_11651586_11651645_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11651586|7227
chr2R|11651867|CHR2R_11651808_11651867_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11651808|7227
chr2R|11665766|CHR2R_11665707_11665766_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11665707|7227
chr2R|11672069|CHR2R_11672010_11672069_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11672010|7227
chr2R|11675953|CHR2R_11675894_11675953_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11675894|7227
chr2R|11679376|CHR2R_11679317_11679376_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11679317|7227
chr2R|11679504|CHR2R_11679445_11679504_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11679445|7227
chr2R|11686481|CHR2R_11686422_11686481_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11686422|7227
chr2R|11690886|CHR2R_11690827_11690886_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11690827|7227
chr2R|11691306|CHR2R_11691247_11691306_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11691247|7227
chr2R|11712273|CHR2R_11712214_11712273_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11712214|7227
chr2R|11756827|CHR2R_11756768_11756827_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11756768|7227
chr2R|11778572|CHR2R_11778513_11778572_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11778513|7227
chr2R|11790381|CHR2R_11790322_11790381_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11790322|7227
chr2R|11825362|CHR2R_11825303_11825362_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11825303|7227
chr2R|11839590|CHR2R_11839531_11839590_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11839531|7227
chr2R|11841581|CHR2R_11841522_11841581_GRCH38|EPD|https://epd.expasy.org/ftp/epdnew/D_melanogaster/|11841522|7227
