id|chr|end|exon_id|exon_number|gene_id|label|source|source_url|start|transcript_id
ense00001206321|chr20|10218977|ENSE00001206321|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218830|ENST00000254976
ense00001229068|chr20|10275563|ENSE00001229068|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000254976
ense00001017161|chr20|10277726|ENSE00001017161|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000254976
ense00000906745|chr20|10284772|ENSE00000906745|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000254976
ense00003785335|chr20|10293278|ENSE00003785335|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000254976
ense00000906747|chr20|10297050|ENSE00000906747|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000254976
ense00003460458|chr20|10299412|ENSE00003460458|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000254976
ense00003903928|chr20|10307418|ENSE00003903928|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000254976
ense00001206321|chr20|10218977|ENSE00001206321|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218830|ENST00000691665
ense00003938704|chr20|10234337|ENSE00003938704|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10234211|ENST00000691665
ense00001229068|chr20|10275563|ENSE00001229068|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000691665
ense00001017161|chr20|10277726|ENSE00001017161|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000691665
ense00000906745|chr20|10284772|ENSE00000906745|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000691665
ense00003785335|chr20|10293278|ENSE00003785335|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000691665
ense00000906747|chr20|10297050|ENSE00000906747|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000691665
ense00003460458|chr20|10299412|ENSE00003460458|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000691665
ense00003932055|chr20|10308258|ENSE00003932055|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000691665
ense00001933809|chr20|10218977|ENSE00001933809|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218833|ENST00000304886
ense00001229068|chr20|10275563|ENSE00001229068|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000304886
ense00001017161|chr20|10277726|ENSE00001017161|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000304886
ense00000906745|chr20|10284772|ENSE00000906745|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000304886
ense00001175340|chr20|10292999|ENSE00001175340|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10292882|ENST00000304886
ense00000906747|chr20|10297050|ENSE00000906747|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000304886
ense00003460458|chr20|10299412|ENSE00003460458|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000304886
ense00003903928|chr20|10307418|ENSE00003903928|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000304886
ense00003937803|chr20|10218977|ENSE00003937803|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218857|ENST00000693325
ense00003930752|chr20|10227438|ENSE00003930752|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10227342|ENST00000693325
ense00001229068|chr20|10275563|ENSE00001229068|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000693325
ense00001017161|chr20|10277726|ENSE00001017161|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000693325
ense00000906745|chr20|10284772|ENSE00000906745|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000693325
ense00003785335|chr20|10293278|ENSE00003785335|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000693325
ense00000906747|chr20|10297050|ENSE00000906747|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000693325
ense00003460458|chr20|10299412|ENSE00003460458|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000693325
ense00003932055|chr20|10308258|ENSE00003932055|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000693325
ense00003938348|chr20|10218977|ENSE00003938348|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218867|ENST00000689858
ense00003931924|chr20|10244034|ENSE00003931924|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10243975|ENST00000689858
ense00001229068|chr20|10275563|ENSE00001229068|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000689858
ense00001017161|chr20|10277726|ENSE00001017161|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000689858
ense00000906745|chr20|10284772|ENSE00000906745|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000689858
ense00003785335|chr20|10293278|ENSE00003785335|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000689858
ense00000906747|chr20|10297050|ENSE00000906747|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000689858
ense00003460458|chr20|10299412|ENSE00003460458|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000689858
ense00003932055|chr20|10308258|ENSE00003932055|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000689858
ense00003929914|chr20|10218977|ENSE00003929914|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218874|ENST00000689757
ense00003930752|chr20|10227438|ENSE00003930752|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10227342|ENST00000689757
ense00003929477|chr20|10259401|ENSE00003929477|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10259357|ENST00000689757
ense00001229068|chr20|10275563|ENSE00001229068|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000689757
ense00001017161|chr20|10277726|ENSE00001017161|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000689757
ense00000906745|chr20|10284772|ENSE00000906745|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000689757
ense00003785335|chr20|10293278|ENSE00003785335|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000689757
ense00000906747|chr20|10297050|ENSE00000906747|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000689757
ense00003460458|chr20|10299412|ENSE00003460458|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000689757
ense00003932055|chr20|10308258|ENSE00003932055|10|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000689757
ense00003935344|chr20|10218977|ENSE00003935344|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218881|ENST00000685131
ense00003922605|chr20|10238026|ENSE00003922605|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10238007|ENST00000685131
ense00001229068|chr20|10275563|ENSE00001229068|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000685131
ense00001017161|chr20|10277726|ENSE00001017161|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000685131
ense00000906745|chr20|10284772|ENSE00000906745|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000685131
ense00003785335|chr20|10293278|ENSE00003785335|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000685131
ense00000906747|chr20|10297050|ENSE00000906747|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000685131
ense00003460458|chr20|10299412|ENSE00003460458|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000685131
ense00003932055|chr20|10308258|ENSE00003932055|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000685131
ense00003936932|chr20|10218977|ENSE00003936932|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218882|ENST00000689248
ense00001652934|chr20|10244893|ENSE00001652934|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10244752|ENST00000689248
ense00003925820|chr20|10252582|ENSE00003925820|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10247582|ENST00000689248
ense00003929884|chr20|10218977|ENSE00003929884|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218885|ENST00000687785
ense00003931924|chr20|10244034|ENSE00003931924|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10243975|ENST00000687785
ense00003927490|chr20|10244893|ENSE00003927490|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10244776|ENST00000687785
ense00001229068|chr20|10275563|ENSE00001229068|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000687785
ense00001017161|chr20|10277726|ENSE00001017161|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000687785
ense00000906745|chr20|10284772|ENSE00000906745|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000687785
ense00003785335|chr20|10293278|ENSE00003785335|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000687785
ense00000906747|chr20|10297050|ENSE00000906747|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000687785
ense00003460458|chr20|10299412|ENSE00003460458|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000687785
ense00003932055|chr20|10308258|ENSE00003932055|10|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000687785
ense00003923966|chr20|10218977|ENSE00003923966|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218910|ENST00000691161
ense00003924038|chr20|10226780|ENSE00003924038|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10226678|ENST00000691161
ense00003925206|chr20|10227438|ENSE00003925206|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10227287|ENST00000691161
ense00001229068|chr20|10275563|ENSE00001229068|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000691161
ense00001017161|chr20|10277726|ENSE00001017161|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000691161
ense00000906745|chr20|10284772|ENSE00000906745|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000691161
ense00003785335|chr20|10293278|ENSE00003785335|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000691161
ense00000906747|chr20|10297050|ENSE00000906747|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000691161
ense00003460458|chr20|10299412|ENSE00003460458|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000691161
ense00003932055|chr20|10308258|ENSE00003932055|10|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000691161
ense00003938028|chr20|10218977|ENSE00003938028|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218926|ENST00000692411
ense00003926338|chr20|10261315|ENSE00003926338|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10261231|ENST00000692411
ense00001229068|chr20|10275563|ENSE00001229068|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000692411
ense00001017161|chr20|10277726|ENSE00001017161|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000692411
ense00000906745|chr20|10284772|ENSE00000906745|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000692411
ense00003785335|chr20|10293278|ENSE00003785335|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000692411
ense00000906747|chr20|10297050|ENSE00000906747|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000692411
ense00003460458|chr20|10299412|ENSE00003460458|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000692411
ense00003932055|chr20|10308258|ENSE00003932055|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000692411
ense00003926208|chr20|10218977|ENSE00003926208|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10218928|ENST00000690812
ense00003931924|chr20|10244034|ENSE00003931924|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10243975|ENST00000690812
ense00003929477|chr20|10259401|ENSE00003929477|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10259357|ENST00000690812
ense00001229068|chr20|10275563|ENSE00001229068|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000690812
ense00001017161|chr20|10277726|ENSE00001017161|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000690812
ense00000906745|chr20|10284772|ENSE00000906745|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000690812
ense00003785335|chr20|10293278|ENSE00003785335|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000690812
ense00000906747|chr20|10297050|ENSE00000906747|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000690812
ense00003460458|chr20|10299412|ENSE00003460458|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000690812
ense00003932055|chr20|10308258|ENSE00003932055|10|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000690812
ense00001696180|chr20|10219213|ENSE00001696180|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10219066|ENST00000430336
ense00001229068|chr20|10275563|ENSE00001229068|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000430336
ense00001017161|chr20|10277726|ENSE00001017161|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000430336
ense00000906745|chr20|10284772|ENSE00000906745|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000430336
ense00003785335|chr20|10293278|ENSE00003785335|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000430336
ense00003995341|chr20|10219213|ENSE00003995341|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10219159|ENST00000706269
ense00001229068|chr20|10275563|ENSE00001229068|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000706269
ense00001017161|chr20|10277726|ENSE00001017161|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000706269
ense00000906745|chr20|10284772|ENSE00000906745|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000706269
ense00001175340|chr20|10292999|ENSE00001175340|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10292882|ENST00000706269
ense00000906747|chr20|10297050|ENSE00000906747|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000706269
ense00003460458|chr20|10299412|ENSE00003460458|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000706269
ense00003903928|chr20|10307418|ENSE00003903928|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000706269
ense00003995341|chr20|10219213|ENSE00003995341|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10219159|ENST00000691353
ense00003929179|chr20|10265677|ENSE00003929179|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10265479|ENST00000691353
ense00001229068|chr20|10275563|ENSE00001229068|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275429|ENST00000691353
ense00001017161|chr20|10277726|ENSE00001017161|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000691353
ense00000906745|chr20|10284772|ENSE00000906745|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000691353
ense00003785335|chr20|10293278|ENSE00003785335|6|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000691353
ense00000906747|chr20|10297050|ENSE00000906747|7|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000691353
ense00003460458|chr20|10299412|ENSE00003460458|8|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000691353
ense00003932055|chr20|10308258|ENSE00003932055|9|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000691353
ense00001915379|chr20|10275563|ENSE00001915379|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10275519|ENST00000492814
ense00001906405|chr20|10278069|ENSE00001906405|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10277685|ENST00000492814
ense00003934562|chr20|10284772|ENSE00003934562|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10282382|ENST00000692697
ense00003927437|chr20|10293278|ENSE00003927437|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000692697
ense00003932083|chr20|10297050|ENSE00003932083|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296925|ENST00000692697
ense00003613126|chr20|10299412|ENSE00003613126|4|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000692697
ense00003926442|chr20|10308234|ENSE00003926442|5|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000692697
ense00003929590|chr20|10284772|ENSE00003929590|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10284724|ENST00000689723
ense00003934001|chr20|10292999|ENSE00003934001|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10292882|ENST00000689723
ense00003926832|chr20|10294761|ENSE00003926832|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10293161|ENST00000689723
ense00001895053|chr20|10297050|ENSE00001895053|1|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10296230|ENST00000495883
ense00003613126|chr20|10299412|ENSE00003613126|2|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10299268|ENST00000495883
ense00003654926|chr20|10307418|ENSE00003654926|3|ENSG00000132639|exon|GENCODE|https://www.gencodegenes.org/human/|10306129|ENST00000495883
ense00003873940|chr20|10172786|ENSE00003873940|1|ENSG00000230506|exon|GENCODE|https://www.gencodegenes.org/human/|10172522|ENST00000662058
ense00003851487|chr20|10173744|ENSE00003851487|2|ENSG00000230506|exon|GENCODE|https://www.gencodegenes.org/human/|10173512|ENST00000662058
ense00003859992|chr20|10196939|ENSE00003859992|3|ENSG00000230506|exon|GENCODE|https://www.gencodegenes.org/human/|10196867|ENST00000662058
ense00003872006|chr20|10200824|ENSE00003872006|4|ENSG00000230506|exon|GENCODE|https://www.gencodegenes.org/human/|10200469|ENST00000662058
ense00001608914|chr20|10173744|ENSE00001608914|1|ENSG00000230506|exon|GENCODE|https://www.gencodegenes.org/human/|10173520|ENST00000424931
ense00001619967|chr20|10196990|ENSE00001619967|2|ENSG00000230506|exon|GENCODE|https://www.gencodegenes.org/human/|10196867|ENST00000424931
ense00003874991|chr20|10172786|ENSE00003874991|1|ENSG00000232448|exon|GENCODE|https://www.gencodegenes.org/human/|10172701|ENST00000666915
ense00001647669|chr20|10181769|ENSE00001647669|2|ENSG00000232448|exon|GENCODE|https://www.gencodegenes.org/human/|10181638|ENST00000666915
ense00001683989|chr20|10186740|ENSE00001683989|3|ENSG00000232448|exon|GENCODE|https://www.gencodegenes.org/human/|10185569|ENST00000666915
ense00001614061|chr20|10180341|ENSE00001614061|1|ENSG00000232448|exon|GENCODE|https://www.gencodegenes.org/human/|10180162|ENST00000458004
ense00001647669|chr20|10181769|ENSE00001647669|2|ENSG00000232448|exon|GENCODE|https://www.gencodegenes.org/human/|10181638|ENST00000458004
ense00001683989|chr20|10186740|ENSE00001683989|3|ENSG00000232448|exon|GENCODE|https://www.gencodegenes.org/human/|10185569|ENST00000458004
ense00003933716|chr20|10309905|ENSE00003933716|1|ENSG00000289505|exon|GENCODE|https://www.gencodegenes.org/human/|10308422|ENST00000688853
ense00003853619|chr20|10318753|ENSE00003853619|1|ENSG00000286936|exon|GENCODE|https://www.gencodegenes.org/human/|10318229|ENST00000664194
ense00003857864|chr20|10318123|ENSE00003857864|2|ENSG00000286936|exon|GENCODE|https://www.gencodegenes.org/human/|10317889|ENST00000664194
ense00001767706|chr20|10334698|ENSE00001767706|1|ENSG00000237005|exon|GENCODE|https://www.gencodegenes.org/human/|10334419|ENST00000416198
ense00001802131|chr20|10349628|ENSE00001802131|1|ENSG00000214835|exon|GENCODE|https://www.gencodegenes.org/human/|10349157|ENST00000446637
ense00001793827|chr20|10387806|ENSE00001793827|1|ENSG00000230750|exon|GENCODE|https://www.gencodegenes.org/human/|10385779|ENST00000441308
ense00001206258|chr20|10434222|ENSE00001206258|1|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10434108|ENST00000347364
ense00001226222|chr20|10420758|ENSE00001226222|2|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10420528|ENST00000347364
ense00001206284|chr20|10413931|ENSE00001206284|3|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10412530|ENST00000347364
ense00000859109|chr20|10408803|ENSE00000859109|4|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10408628|ENST00000347364
ense00000859107|chr20|10407726|ENSE00000859107|5|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10407616|ENST00000347364
ense00002622723|chr20|10405687|ENSE00002622723|6|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10401009|ENST00000347364
ense00003847811|chr20|10434214|ENSE00003847811|1|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10434108|ENST00000651692
ense00003848616|chr20|10428816|ENSE00003848616|2|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10428730|ENST00000651692
ense00001226222|chr20|10420758|ENSE00001226222|3|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10420528|ENST00000651692
ense00001206284|chr20|10413931|ENSE00001206284|4|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10412530|ENST00000651692
ense00000859109|chr20|10408803|ENSE00000859109|5|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10408628|ENST00000651692
ense00000859107|chr20|10407726|ENSE00000859107|6|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10407616|ENST00000651692
ense00003849165|chr20|10405687|ENSE00003849165|7|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10401621|ENST00000651692
ense00003849903|chr20|10434198|ENSE00003849903|1|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10434108|ENST00000652676
ense00001226222|chr20|10420758|ENSE00001226222|2|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10420528|ENST00000652676
ense00003842046|chr20|10413931|ENSE00003842046|3|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10413796|ENST00000652676
ense00003850923|chr20|10412700|ENSE00003850923|4|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10412530|ENST00000652676
ense00003849188|chr20|10408803|ENSE00003849188|5|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10408628|ENST00000652676
ense00003844874|chr20|10407726|ENSE00003844874|6|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10407616|ENST00000652676
ense00003849235|chr20|10405687|ENSE00003849235|7|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10404935|ENST00000652676
ense00003827883|chr20|10431922|ENSE00003827883|1|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10431684|ENST00000399054
ense00001226222|chr20|10420758|ENSE00001226222|2|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10420528|ENST00000399054
ense00001206284|chr20|10413931|ENSE00001206284|3|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10412530|ENST00000399054
ense00000859109|chr20|10408803|ENSE00000859109|4|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10408628|ENST00000399054
ense00000859107|chr20|10407726|ENSE00000859107|5|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10407616|ENST00000399054
ense00001393546|chr20|10405687|ENSE00001393546|6|ENSG00000125863|exon|GENCODE|https://www.gencodegenes.org/human/|10405184|ENST00000399054
ense00003825583|chr20|10431922|ENSE00003825583|1|ENSG00000285508|exon|GENCODE|https://www.gencodegenes.org/human/|10431684|ENST00000609375
ense00003801745|chr20|10420758|ENSE00003801745|2|ENSG00000285508|exon|GENCODE|https://www.gencodegenes.org/human/|10420528|ENST00000609375
ense00003709741|chr20|10413931|ENSE00003709741|3|ENSG00000285508|exon|GENCODE|https://www.gencodegenes.org/human/|10413520|ENST00000609375
ense00003835955|chr20|10420737|ENSE00003835955|1|ENSG00000285723|exon|GENCODE|https://www.gencodegenes.org/human/|10420546|ENST00000649912
ense00001536204|chr20|10435453|ENSE00001536204|1|ENSG00000149346|exon|GENCODE|https://www.gencodegenes.org/human/|10435305|ENST00000334534
ense00001175305|chr20|10458231|ENSE00001175305|2|ENSG00000149346|exon|GENCODE|https://www.gencodegenes.org/human/|10458176|ENST00000334534
ense00000906751|chr20|10556320|ENSE00000906751|3|ENSG00000149346|exon|GENCODE|https://www.gencodegenes.org/human/|10556231|ENST00000334534
ense00000906752|chr20|10560820|ENSE00000906752|4|ENSG00000149346|exon|GENCODE|https://www.gencodegenes.org/human/|10560700|ENST00000334534
ense00000990116|chr20|10598752|ENSE00000990116|5|ENSG00000149346|exon|GENCODE|https://www.gencodegenes.org/human/|10598675|ENST00000334534
ense00000990117|chr20|10601819|ENSE00000990117|6|ENSG00000149346|exon|GENCODE|https://www.gencodegenes.org/human/|10601731|ENST00000334534
